id,question,concept,answer1,answer2
297,"Tea and coffee should be drunk out of different vessels, cups and mugs respectively. Tea is usually served in the _ , with milk and sometimes sugar.",,cup,mug
298,Neil asked Michael what it was like to go to war because _ was a pacifist.,,Neil,Michael
299,Neil asked Michael what it was like to go to war because _ was ex-military.,,Michael,Neil
300,I went into the mine looking for diamonds but all I found was quartz and topaz.  I settled on the _ because it was almost clear.,,quartz,topaz
301,I went into the mine looking for diamonds but all I found was quartz and topaz.  I settled on the _ because it shined yellow.,,topaz,quartz
302,"The chef thinks it's more healthy to eat apples than beets, so he hates putting the _ in his smoothies.",,beets,apples
303,"The chef thinks it's more healthy to eat apples than beets, so he likes putting the _ in his smoothies.",,apples,beets
304,"Jennifer was at risk of encountering a shark during their swim, but Emily was not, because _ swam in the ocean.",,Jennifer,Emily
305,"Jennifer was at risk of encountering a shark during their swim, but Emily was not, because _ swam in the lake.",,Emily,Jennifer
306,The documents contained in the files could not fit properly. The _ were too small.,,Files,Documents
307,The documents contained in the files could not fit properly. The _ were too large.,,Documents,Files
308,"Avid bookworms, Lawrence read fiction while Jason read non-fiction. _ liked to escape into an imaginary world.",,Lawrence,Jason
309,"Avid bookworms, Lawrence read fiction while Jason read non-fiction. _ struggled to escape into an imaginary world.",,Jason,Lawrence
310,Mary only wore stripes to work and not plaids because the _ made her look sloppy.,,plaids,stripes
311,Mary only wore stripes to work and not plaids because the _ made her look professional.,,stripes,plaids
312,The bumper on the car shone brighter than the handle on the car because the _ was dirtier.,,handle,bumper
313,The bumper on the car shone brighter than the handle on the car because the _ was cleaner.,,bumper,handle
314,"Ian is making a pool party for Neil and needs to raise pH in a pool, so _ could safely enjoy party.",,Neil,Ian
315,"Ian is making a pool party for Neil and needs to raise pH in a pool, so _ buys pH raising preparates.",,Ian,Neil
316,"While Billie brought a pencil, I brought a pen to the realtor’s office. I gave Billie my pen and she gladly used the _ to sign the document.",,pen,pencil
317,"While Billie brought a pencil, I brought a pen to the realtor’s office. I gave Billie my pen but she stubbornly used  the _ to sign the document.",,pencil,pen
318,No one was able to enjoy the story and we started to listen to the music. The _ is boring.,,story,music
319,No one was able to enjoy the story and we started to listen to the music. The _ is interesting.,,music,story
320,The teeth of Katrina are more yellow than Laura's due to _ drinking mostly water all the time.,,Laura,Katrina
321,The teeth of Katrina are more yellow than Laura's due to _ drinking mostly coffee all the time.,,Katrina,Laura
322,It was necessary to hit the iron with the sledgehammer after the _ got heated.,,iron,sledgehammer
323,It was necessary to hit the iron with the sledgehammer before the _ got heated.,,sledgehammer,iron
324,"Kevin didn't consider the costs when they bought the house from Derrick, so _ was rid of the money pit.",,Derrick,Kevin
325,"Kevin didn't consider the costs when they bought the house from Derrick, so _ was stuck with the money pit.",,Kevin,Derrick
326,Robert helped create an internet viral video sensation of Kyle when _ danced in video.,,Kyle,Robert
327,Robert helped create an internet viral video sensation of Kyle when _ directed the video.,,Robert,Kyle
328,"Rebecca invited Maria to a concert, then _ had to get permission to attend from their parents.",,Maria,Rebecca
329,"Rebecca was invited to a concert by Maria, then _ had to get permission to attend from their parents.",,Rebecca,Maria
330,Betty was able to hold the pigeon longer than Angela because _ is scared of birds.,,Angela,Betty
331,Betty was able to hold the pigeon longer than Angela because _ wasn't scared of birds.,,Betty,Angela
332,"Nick gets jock itch a lot, while Jason has never even worn a jock strap. _ is the artist.",,Jason,Nick
333,"Nick gets jock itch a lot, while Jason has never even worn a jock strap. _ is the athlete.",,Nick,Jason
334,"The theraband that Jill purchased for herself would not fit around her leg, the _ was too wide.",,leg,theraband
335,"The theraband that Jill purchased for herself would not fit around her leg, the _ was too narrow.",,theraband,leg
336,James could not get the bag closed because of the clothe in it. The _ is small.,,bag,cloth
337,James could not get the bag closed because of the clothe in it. The _ is plenty.,,cloth,bag
338,"Michelle made her biscuits with shortening and no butter at all, because she thought the _ made them taste lighter.",,shortening,butter
339,"Michelle made her biscuits with shortening and no butter at all, because she thought the _ made them too heavy.",,butter,shortening
340,"Dennis has been away on vacation, while Nelson stayed home so the lettuce in _ 's fridge was rotten.",,Dennis,Nelson
341,"Dennis has been away on vacation, while Nelson stayed at home so the lettuce in _ 's fridge was used to make a salad.",,Nelson,Dennis
342,"Jen put her derma roller into the water, so that the cleaner could sterilize it with the _ .",,water,derma roller
343,"Jen put her derma roller into the water, so that the cleaner could sterilize the _ .",,derma roller,water
344,The case James used to carry the file still got more space in it. I wonder why he chose the _ that is small.,,file,case
345,The case James used to carry the file still got more space in it. I wonder why he chose the _ that is big.,,case,file
346,Learning to play a glockenspiel was instinctual for Derrick but not Adam because _ is arty.,,Derrick,Adam
347,Learning to play a glockenspiel was instinctual for Derrick but not Adam because _ is unmusical.,,Adam,Derrick
348,My knee joint is less injured than my ankle joint so I'm trying not to put too much stress on the _ if I can help it.,,ankle joint,knee joint
349,My knee joint is more injured than my ankle joint so I'm trying not to put too much stress on the _ if I can help it.,,knee joint,ankle joint
350,"Donald didn't like to keep clean the way Matthew did, so _ tended to smell nice.",,Matthew,Donald
351,"Donald didn't like to keep clean the way Matthew did, so _ tended to smell nasty.",,Donald,Matthew
352,"The man realized he had gotten the lens for his glasses instead of his camera, the _ lens was much thicker.",,camera,glasses
353,"The man realized he had gotten the lens for his glasses instead of his camera, the _ lens was much thinner.",,glasses,camera
354,"Sunday afternoon Laura made some buttermilk biscuits for Victoria, and _ made quick work of making them.",,Laura,Victoria
355,"Sunday afternoon Laura made some buttermilk biscuits for Victoria, and _ made quick work of eating them.",,Victoria,Laura
356,To cope with her problems the teenager wrote in the journal and not the diary since the _ 's pages were bigger.,,journal,diary
357,To cope with her problems the teenager wrote in the journal and not the diary since the _ 's pages were smaller.,,diary,journal
358,Bob tore his shirt that was a night shirt. He decided to get a tuxedo shirt because the _ is new.,,tuxedo shirt,night shirt
359,Bob tore his shirt that was a night shirt. He decided to get a tuxedo shirt because the _ is old.,,night shirt,tuxedo shirt
360,Hunter was suicidal and Robert responded for the reason that _ had never been in this critical situation.,,Hunter,Robert
361,Hunter was suicidal and Robert responded for the reason that _ had previously been in this critical situation.,,Robert,Hunter
362,"Rachel included Tanya in her YouTube video, but _ was furious because she had failed to obtain permission.",,Tanya,Rachel
363,"Rachel included Tanya in her YouTube video, but _ was sorry because she had failed to obtain permission.",,Rachel,Tanya
364,A conductor on the train Felicia has been for years today Elena will present them with a award _ is being honored.,,Felicia,Elena
365,"A conductor on the train Felicia has been for years today Elena will present them with a award, _ is honored to be presenting..",,Elena,Felicia
366,"The police could escort the prisoner to the gate but not to the cell, as entry to _ was permitted .",,gate,cell
367,"The police could escort the prisoner to the gate but not to the cell, as entry to _ was forbidden .",,cell,gate
368,"When Brenda coated her wood panels with varnish, the concrete surface beneath got stained. The varnish protected and beautified the _ .",,wood,concrete
369,"When Brenda coated her wood panels with varnish, the concrete surface beneath got stained. The varnish harmed and uglified the _ .",,concrete,wood
370,John was eager to put his fish in the new fish tank on a table but the _ was too delicate.,,table,tank
371,John was eager to put his fish in the new fish tank on a table but the _ was too heavy.,,tank,table
372,"The tea was hurting Ben's teeth, though the coffee was not because the _ was loaded with sugar.",,tea,coffee
373,"The tea was hurting Ben's teeth, though the coffee was not because the _ was lacking any sugar.",,coffee,tea
374,"He preferred to clean with the soap instead of the body wash, because the _ left him feeling itchy.",,body wash,soap
375,"He preferred to clean with the soap instead of the body wash, because the _ left him feeling refreshed.",,soap,body wash
376,"Katrina loaned their jacket to Carrie during the cold night, although _ was feeling cold themselves.",,Katrina,Carrie
377,"Katrina loaned their jacket to Carrie during the cold night, because _ was feeling cold.",,Carrie,Katrina
378,Adam had to schedule a visit a dermatologist but Joseph didn't because _ had bad skin.,,Adam,Joseph
379,Adam had to schedule a visit a dermatologist but Joseph didn't because _ had good skin.,,Joseph,Adam
380,Nancy preferred to eat popcorn rather than candy at the movies because the _ is sweet.,,candy,popcorn
381,Nancy preferred to eat popcorn rather than candy at the movies because the _ is salty.,,popcorn,candy
382,"The project meant Emily collaborated with Victoria, who was not excited. _ hated working with others.",,Victoria,Emily
383,"The project meant Emily collaborated with Victoria, who was not excited. _ loved working with others.",,Emily,Victoria
384,"While Maria rode the bus to work, Megan rode a motorcycle because _ had an unexpired license.",,Megan,Maria
385,"While Maria rode the bus to work, Megan rode a motorcycle because _ had an expired license.",,Maria,Megan
386,Steven only had one ear but Jeffrey had two. This meant that _ was very lopsided.,,Steven,Jeffrey
387,Steven only had one ear but Jeffrey had two. This meant that _ was very symmetrical.,,Jeffrey,Steven
388,Kevin repaired the wooden  furniture for Kyle last week since _ was an expert carpenter.,,Kyle,Kevin
389,Kevin repaired the wooden furniture for Kyle last week since _ needed an expert carpenter.,,Kevin,Kyle
390,Eric thought the clothes looked very nice but Kevin did not agree. _ didn't buy the clothes.,,Kevin,Eric
391,Eric thought the clothes looked very nice but Kevin did not agree. _ bought the clothes.,,Eric,Kevin
392,"Jessica often experiences severe nausea, Victoria does not therefore _ does not ride roller coasters.",,Jessica,Victoria
393,"Jessica often experiences severe nausea, Victoria does not therefore _ often rides big roller coasters.",,Victoria,Jessica
394,"The system that Jeffrey used was amazing compared to Randy, because _ system was lower end.",,Randy,Jeffrey
395,"The system that Jeffrey used was amazing compared to Randy, because _ system was higher end.",,Jeffrey,Randy
396,It took Jerry longer to shampoo his hair than his beard although the _ was bushy.,,beard,hair
397,It took Jerry longer to shampoo his hair than his beard although the _ was shaved short.,,hair,beard
398,"Have you ever been on  a nature walk Samantha asked Tanya , _ is giving a reply to a question.",,Tanya,Samantha
399,"Have you ever been on  a nature walk Samantha asked Tanya , _ is waiting for a reply to a question.",,Samantha,Tanya
400,Ben was choosing between a clothing business and a fitness business. He ended up opening the _ business because it was healthy.,,fitness,clothing
401,Ben was choosing between a clothing business and a fitness business. He ended up opening the _ business because it was unhealthy.,,clothing,fitness
402,Jason was going to a job interview after being prepped by Logan. _ was proud.,,Logan,Jason
403,Jason was going to a job interview after being prepped by Logan. _ was grateful.,,Jason,Logan
404,"Adam found the blue joke that Steven offensive, because _ was aware of their own privilege.",,Adam,Steven
405,"Adam found the blue joke that Steven offensive, because _ was unaware of their own privilege.",,Steven,Adam
406,Mary had a better body and was more of a showoff than Emily. _ hates wearing bikinis to the beach.,,Emily,Mary
407,Mary had a better body and was more of a showoff than Emily. _ loves wearing bikinis to the beach.,,Mary,Emily
408,"Adam adored his grandmother, William.  _ decided he would surprise her with a trip to Europe.",,Adam,William
409,"Adam adored his grandmother, William.  _ got a big surprise with a trip to Europe.",,William,Adam
410,Eric was easier to amuse than Justin because _ had a great sense of humor.,,Eric,Justin
411,Eric was easier to amuse than Justin because _ had a bad sense of humor.,,Justin,Eric
412,"The payments were made by Jason to Dennis, as _ had borrowed so much money in the past.",,Jason,Dennis
413,"The payments were made by Jason to Dennis, as _ had lent so much money in the past.",,Dennis,Jason
414,"Victoria was disgusted because of the odor of Sarah, and _ did not want to be around them.",,Victoria,Sarah
415,"Victoria was disgusted because of the odor of Sarah, and _ was ashamed to be around them.",,Sarah,Victoria
416,Tina asked guests to take off their shoes when entering the house because she had a new carpet. She said the _ couldn't get dirty.,,carpet,shoes
417,Tina asked guests to take off their shoes when entering the house because she had a new carpet. She said the _ were often dirty.,,shoes,carpet
418,Samantha won the dance competition over Jennifer for the reason that _ had a superior sense of rhythm.,,Samantha,Jennifer
419,Samantha won the dance competition over Jennifer for the reason that _ had a bad sense of rhythm.,,Jennifer,Samantha
420,Jessica was thinner than Rebecca because _ ate chocolate almost every day as a snack.,,Rebecca,Jessica
421,Jessica was fatter than Rebecca because _ ate chocolate almost every day as a snack.,,Jessica,Rebecca
422,Tanya couldn't stretch as far down as Jennifer because _ was had a very flexible body.,,Jennifer,Tanya
423,Tanya couldn't stretch as far down as Jennifer because _ was had a very rigid body.,,Tanya,Jennifer
424,Ben had to stop driving his car or motorcycle. He chose to stop the _ because it was safe.,,car,motorcycle
425,Ben had to stop driving his car or motorcycle. He chose to stop the _ because it was risky.,,motorcycle,car
426,Randy is better at playing pretend with kids than Kenneth because _ is a more serious person.,,Kenneth,Randy
427,Randy is better at playing pretend with kids than Kenneth because _ is a more creative person.,,Randy,Kenneth
428,James needed a bigger box to collect the silver he exchanged for the gold because the _ is bigger.,,silver,gold
429,James needed a bigger box to collect the silver he exchanged for the gold because the _ is smaller.,,gold,silver
430,More birds were in the garden than in the park because the _ only had grass.,,park,garden
431,More birds were in the garden than in the park because the _ had fresh fruit.,,garden,park
432,"Kayla decided to talk to her daughter Sarah about puberty, because _ found out she had just gotten her first period.",,Kayla,Sarah
433,"Kayla decided to talk to her daughter Sarah about puberty, because _ said she had just gotten her first period.",,Sarah,Kayla
434,"Pam's lizard caught his tail in the door and ran under the couch instead of the chair, because the _ was scarier.",,chair,couch
435,"Pam's lizard caught his tail in the door and ran under the couch instead of the chair, because the _ was safer.",,couch,chair
436,"Jeffrey asked Joel to express their feelings in a more productive manner, but _ was actually the one being reasonable.",,Joel,Jeffrey
437,"Jeffrey asked Joel to express their feelings in a more productive manner, but _ was actually the one being petty.",,Jeffrey,Joel
438,Jennifer was better at playing sports than Laura was although _ was much more athletic.,,Laura,Jennifer
439,Jennifer was better at playing sports than Laura was because _ was much more athletic.,,Jennifer,Laura
440,The football was flying higher than the basketball as it went through the air. The _ was lighter.,,football,basketball
441,The football was flying higher than the basketball as it went through the air. The _ was heavier.,,basketball,football
442,"Dennis liked pop music, but Jason preferred classical music. _ liked music with string instruments.",,Jason,Dennis
443,"Dennis liked pop music, but Jason preferred classical music. _ liked music you can dance to.",,Dennis,Jason
444,I added spices to my cooking like salt and pepper.  The _ makes the food taste salty.,,salt,pepper
445,I added spices to my cooking like salt and pepper.  The _ makes the food taste hotter.,,pepper,salt
446,"At the mall, Laura applied makeup on Betty to beautify her because _ was not very attractive.",,Betty,Laura
447,"At the mall, Laura applied makeup on Betty to beautify her because _ was an expert.",,Laura,Betty
448,Jason's leg was more sore than his arm was because he warmed up the _ before exercising.,,arm,leg
449,Jason's leg was more sore than his arm was although he warmed up the _ before exercising.,,leg,arm
450,"Randy learned to fish from Derrick, because _ was a professional with years of experience.",,Derrick,Randy
451,"Randy learned to fish from Derrick, because _ was a novice with only days of experience.",,Randy,Derrick
452,While the woman Kayla was driving Maria to her first day of kindergarten the police officer gave _ a ticket.,,Kayla,Maria
453,While the woman Kayla was driving Maria to her first day of kindergarten the police officer gave _ a lollipop.,,Maria,Kayla
454,"Chess is bad for the body but great for the brain, as thinking is critical for the _ to develop.",,brain,body
455,"Chess is bad for the body but great for the brain, as thinking is useless for the _ to develop.",,body,brain
456,Amy wanted a soft toothbrush but Mary wanted a firm one because _ was concerned about tarter.,,Mary,Amy
457,Amy wanted a soft toothbrush but Mary wanted a firm one because _ was concerned about soreness.,,Amy,Mary
458,Jeffrey build a house for Kenneth so _ will have a nice new place to live.,,Kenneth,Jeffrey
459,Jeffrey build a house with Kenneth's help so _ will have a nice new place to live.,,Jeffrey,Kenneth
460,"Megan had a baby whereas Katrina had a college aged child, so _ still had to change diapers.",,Megan,Katrina
461,"Megan had a baby whereas Katrina had a college aged child, so _ no longer had to change diapers.",,Katrina,Megan
462,Megan received flowers from Carrie because _ wanted to ask them out on a date.,,Carrie,Megan
463,Megan gave flowers to Carrie because _ wanted to ask them out on a date.,,Megan,Carrie
464,Emptying the litter box was a dreaded chore for Adam while Lawrence didn't mind doing it. _ never tried to get someone else to handle it.,,Lawrence,Adam
465,Emptying the litter box was a dreaded chore for Adam while Lawrence didn't mind doing it. _ always tried to get someone else to handle it.,,Adam,Lawrence
466,"Matthew spent the weekend watching a baby while Benjamin was on vacation, and _ made sure their vacation was relaxing.",,Benjamin,Matthew
467,"Matthew spent the weekend watching a baby while Benjamin was on vacation, and _ made sure the baby was fed.",,Matthew,Benjamin
468,Kevin found running the marathon easier than Dennis. _ had repeatedly meant to stop smoking.,,Dennis,Kevin
469,Kevin found running the marathon easier than Dennis. _ had finally decided to stop smoking.,,Kevin,Dennis
470,"Lawrence planned to steal the valuable painting from Michael, because _ finally owned something beautiful.",,Michael,Lawrence
471,"Lawrence planned to steal the valuable painting from Michael, because _ wanted to own something beautiful.",,Lawrence,Michael
472,"Jordan gave his miniature horse a field and a barn to stay in, and the horse liked the _ better when it was warm.",,field,barn
473,"Jordan gave his miniature horse a field and a barn to stay in, and the horse liked the _ better when it was cold.",,barn,field
474,The idea was given to Steven to mull over and not Ryan because _ is more creative.,,Steven,Ryan
475,The idea was given to Steven to mull over and not Ryan because _ is less creative.,,Ryan,Steven
476,Michael bought mealworms as pet food but not Kenneth because _ had a pony as a pet.,,Kenneth,Michael
477,Michael bought mealworms as pet food but not Kenneth because _ had a lizard as a pet.,,Michael,Kenneth
478,The draining discussion was followed by a lively lecture.  The _ was just so boring.,,discussion,lecture
479,The draining discussion was followed by a lively lecture.  The _ was just so interesting.,,lecture,discussion
480,Lawrence was more grateful for their gift than Benjamin was for theirs because _ had gotten much more.,,Lawrence,Benjamin
481,Lawrence was more grateful for their gift than Benjamin was for theirs because _ had gotten much less.,,Benjamin,Lawrence
482,"Mary is sending an important package to Sarah, so _ collects it from the post office.",,Sarah,Mary
483,"Mary is sending an important package to Sarah, so _ takes it to the post office.",,Mary,Sarah
484,"Craig volunteered to help the dyslexic students at the school while Joel avoided them, since _ struggled with reading.",,Joel,Craig
485,"Craig volunteered to help the dyslexic students at the school while Joel avoided them, since _ loved reading.",,Craig,Joel
486,"Sarah took Mary's speech class; when she passed her final exam, _ celebrated with ice cream.",,Sarah,Mary
487,"Sarah taught Mary's speech class; when she passed her final exam, _ celebrated with ice cream.",,Mary,Sarah
488,"Joseph decided to groom their dog in the waiting room unlike Leslie, so _ had the cleaner dog.",,Joseph,Leslie
489,"Joseph decided to groom their dog in the waiting room unlike Leslie, so _ had the dirtier dog.",,Leslie,Joseph
490,The woman wanted to hang the dress in the closet but the _ was too large.,,dress,closet
491,The woman wanted to hang the dress in the closet but the _ was too small.,,closet,dress
492,"Ian did not see the tumor on Brett's leg, because _ was only receiving an eye exam.",,Brett,Ian
493,"Ian did not see the tumor on Brett's leg, because _ was only performing an eye exam.",,Ian,Brett
494,The gathered  stones in the bag outweigh the collected coins because the _ are small in numbers.,,coins,stones
495,The gathered stones in the bag outweigh the collected coins because the _ are much in numbers.,,stones,coins
496,Samuel knew to recycle aluminum cans but not Logan because _ was never in need of extra change.,,Logan,Samuel
497,Samuel knew to recycle aluminum cans but not Logan because _ was always in need of extra change.,,Samuel,Logan
498,Jessica used the luxury brand to shampoo her hair instead of the generic brand. The _ brand made her hair beautiful.,,luxury,generic
499,Jessica used the luxury brand to shampoo her hair instead of the generic brand. The _ brand made her hair ugly.,,generic,luxury
500,"Rachel had a dog but Cynthia's dog was given up for adoption recently, so _ gave them their old leash.",,Cynthia,Rachel
501,"Rachel had a dog but Cynthia's dog was given up for adoption recently, so _ was given their old leash.",,Rachel,Cynthia
502,John said that he preferred the chocolate frosting over the lemon frosting because the _ tasted good.,,chocolate,lemon
503,John said that he preferred the chocolate frosting over the lemon frosting because the _ tasted bad.,,lemon,chocolate
504,Betty is known as bilingual while Rachel is known as multilingual because _ can only speak two languages.,,Betty,Rachel
505,Betty is known as bilingual while Rachel is known as multilingual because _ can speak more than two languages.,,Rachel,Betty
506,during the vacation we stayed in the 3 star hotel and not the 5 star hotel because the _ were fully booked.,,5 star,3 star
507,during the vacation we stayed in the 3 star hotel and not the 5 star hotel because the _ were available.,,3 star,5 star
508,"The thief was able to be sneaky in the boots, but not in the sandals, because the _ were made of superior material.",,boots,sandals
509,"The thief was able to be sneaky in the boots, but not in the sandals, because the _ were made of inferior material.",,sandals,boots
510,"The quilt Margot was making would take up the whole closet, because the _ was huge.",,quilt,closet
511,"The quilt Margot was making would take up the whole closet, because the _ was tiny.",,closet,quilt
512,Are you going to donate your charitable contribution to the church or the school? I think I'm going to give mine to the _ because they need new pews.,,church,school
513,Are you going to donate your charitable contribution to the church or the school? I think I'm going to give mine to the _ because they need new computers.,,school,church
514,The oak tree weathered the storm but the sapling perished. This is because the _ tree was much more fragile.,,sapling,oak
515,The oak tree weathered the storm but the sapling perished. This is because the _ tree was much more sturdy.,,oak,sapling
516,Benjamin had a more juvenile sense of humor than Donald so _ hated whoopie cushions.,,Donald,Benjamin
517,Benjamin had a more juvenile sense of humor than Donald so _ enjoyed whoopie cushions.,,Benjamin,Donald
518,"Eating sweets was a big problem for Carrie but not for Rebecca, thats why _ has a small waistline.",,Rebecca,Carrie
519,"Eating sweets was a big problem for Carrie but not for Rebecca, thats why _ has a large waistline.",,Carrie,Rebecca
520,The ground around Michael's house was solid unlike Aaron's because _ had a month long rainfall.,,Aaron,Michael
521,The ground around Michael's house was solid unlike Aaron's because _ had a month long drought.,,Michael,Aaron
522,"Megan inserted an IV into Sarah's arm once they were admitted to the hospital, because _ was a nurse.",,Megan,Sarah
523,"Megan inserted an IV into Sarah's arm once they were admitted to the hospital, because _ was dehydrated.",,Sarah,Megan
524,It was raining hard and the hat got soaked. The color began to blend together. His mom said the _ was ugly anyway and it had too many hats.,,color,hat
525,It was raining hard and the hat got soaked. The color began to blend together. His mom said the _ was ugly anyway because it had too many colors.,,hat,color
526,"The bedroom had to have the bureau replaced by the new closet , since the _ was too packed for all the new clothes.",,bureau,closet
527,"The bedroom had to have the bureau replaced by the new closet , since the _ was very roomy for all the new clothes.",,closet,bureau
528,The chef tried to put the banana in the cake but the _ was too large.,,banana,cake
529,The chef tried to put the banana in the cake but the _ was too small.,,cake,banana
530,Brett was more prepared to be a parent than Aaron because _ had spent a lot of time with children.,,Brett,Aaron
531,Brett was more prepared to be a parent than Aaron because _ had spent very little time with children.,,Aaron,Brett
532,Patricia chose a hardy cultivar to grow unlike Tanya because _ had very fertile soil.,,Tanya,Patricia
533,Patricia chose a hardy cultivar to grow unlike Tanya because _ had very rocky soil.,,Patricia,Tanya
534,"Donna would prefer to do her reading at the workplace than at home, because the _ was too noisy.",,home,workplace
535,"Donna would prefer to do her reading at the workplace than at home, because the _ was more quiet.",,workplace,home
536,Donald invited Brett to Paris because _ knew how to speak the native language perfectly.,,Brett,Donald
537,Donald invited Brett to Paris because _ didn't know how to speak the native language.,,Donald,Brett
538,Michael discovered Craig was a respected doctor so _ was asked many health related questions.,,Craig,Michael
539,Michael discovered Craig was a respected doctor so _ asked him many health related questions.,,Michael,Craig
540,"Glenda always drove the station wagon at night instead of the sports car, because the _ had dimmer headlights.",,sports car,station wagon
541,"Glenda always drove the station wagon at night instead of the sports car, because the _ had brighter headlights.",,station wagon,sports car
542,"Ryan ran over Ian's guinea pig with his car, causing _ to feel a great deal of pain.",,Ian,Ryan
543,"Ryan ran over Ian's guinea pig with his car, causing _ to feel a great deal of guilt.",,Ryan,Ian
544,"It was easier to prevent the post from falling over than the beam, because the _ was heavy.",,beam,post
545,"It was easier to prevent the post from falling over than the beam, because the _ was light.",,post,beam
546,It was easy for Joel but not Kevin to have fun on the camping trip because _ had not learned how to enjoy the outdoors.,,Kevin,Joel
547,It was easy for Joel but not Kevin to have fun on the camping trip because _ learned early how to enjoy the outdoors.,,Joel,Kevin
548,"Dennis had a much higher testosterone level than Christopher, so _ started to worry about being able to have children.",,Christopher,Dennis
549,"Dennis had a much higher testosterone level than Christopher, so _ didn't have to worry about being able to have children.",,Dennis,Christopher
550,The ability to study French came easier to Angela than Samantha because _ had a strong language background.,,Angela,Samantha
551,The ability to study French came easier to Angela than Samantha because _ did not have a strong language background.,,Samantha,Angela
552,"The pool cue used by Emily at the billiards hall was covered with more chalk than the one used by Betty; consequently, _ was practically flawless when breaking.",,Emily,Betty
553,"The pool cue used by Emily at the billiards hall was covered with more chalk than the one used by Betty; consequently, _ was practically incompetent when breaking.",,Betty,Emily
554,Katrina loves the taste of lettuce but Angela doesn't. _ ordered a big salad for dinner.,,Katrina,Angela
555,Katrina loves the taste of lettuce but Angela doesn't. _ ordered a big steak for dinner.,,Angela,Katrina
556,"Jason approached Steven to deliver the official subpoena and court summons, because _ was employed as a process server.",,Jason,Steven
557,"Jason approached Steven to deliver the official subpoena and court summons, because _ was being sued.",,Steven,Jason
558,The mother always consulted a book for her pregnancy because the _ was very  informative.,,book,pregnancy
559,The mother always consulted a book for her pregnancy because the _ was very difficult.,,pregnancy,book
560,"When Manny bought a new dog bed for the cage, he was disappointed when he tried to put it in. The _ was too small.",,cage,dog bed
561,"When Manny bought a new dog bed for the cage, he was disappointed when he tried to put it in. The _ was too big.",,dog bed,cage
562,"Natalie helped Monica to get into a treatment program, after _ told of her drug addiction.",,Monica,Natalie
563,"Natalie helped Monica to get into a treatment program, after _ heard of her drug addiction.",,Natalie,Monica
564,Nelson went to the doctors office without Dennis because _ had to change his prescription.,,Nelson,Dennis
565,Nelson went to the doctors office without Dennis because _ had to change the engine oil.,,Dennis,Nelson
566,The horse prefers the pasture over the barn because there is less room in the _ for the horse to stretch.,,barn,pasture
567,The horse prefers the pasture over the barn because there is more room in the _ for the horse to stretch.,,pasture,barn
568,She was never able to use lash curlers on her lashes because the _ are too large.,,curlers,lashes
569,She was never able to use lash curlers on her lashes because the _ are too thin.,,lashes,curlers
570,"Ian asked Kevin to help with their taxes because _ was a successful, trained accountant.",,Kevin,Ian
571,"Ian was asked by Kevin to help with their taxes because _ was a successful, trained accountant.",,Ian,Kevin
572,"Hangovers are really bad, but they are not as bad as migraines, because the _ are gone quick.",,hangovers,migraines
573,"Hangovers are really bad, but they are not as bad as migraines, because the _ last awhile.",,migraines,hangovers
574,"Since Jennifer was in need of clothing while Natalie had extra, _ bought clothes from the thrift shop.",,Jennifer,Natalie
575,"Since Jennifer was in need of clothing while Natalie had extra, _ gave clothes to the thrift shop.",,Natalie,Jennifer
576,He found he had baking powder for the cake but borrowed baking soda from his neighbor since the _ was full.,,powder,soda
577,He found he had baking powder for the cake but borrowed baking soda from his neighbor since the _ was empty.,,soda,powder
578,Justin was very good at playing music on the guitar unlike Craig because _ was very musical.,,Justin,Craig
579,Justin was very good at playing music on the guitar unlike Craig because _ was very sporty.,,Craig,Justin
580,Sheila didn’t check the temperature of her flat iron before straightening her hair. The _ was fried.,,hair,iron
581,Sheila didn’t check the temperature of her flat iron before straightening hair. The _ was hot.,,iron,hair
582,Callie practiced dancing more than she practiced guitar although the recital next week was for the _ .,,guitar,dancing
583,Callie practiced dancing more than she practiced guitar because the recital next week was for the _ .,,dancing,guitar
584,The dog's hair had to be removed after it got stuck in the mud because the _ was clean.,,hair,mud
585,The dog's hair had to be removed after it got stuck in the mud because the _ was disgusting.,,mud,hair
586,"Terrorism was a concern in the countryside, but hardly a problem in the city, as the _ had much peace among people.",,city,countryside
587,"Terrorism was a concern in the countryside, but hardly a problem in the city, as the _ had much conflict among people.",,countryside,city
588,"Jason was bald, but Hunter had a full head of hair, so _ had no need to buy hair gel.",,Jason,Hunter
589,"Jason was bald, but Hunter had a full head of hair, so _ needed to buy hair gel.",,Hunter,Jason
590,"The hair didn't work in a bun, but looked great in a ponytail.  The _ was ugly.",,bun,ponytail
591,"The hair didn't work in a bun, but looked great in a ponytail.  The _ was cute.",,ponytail,bun
592,"it will take them the whole of tomorrow to sort the short sticks, the long ones lasted a few hours only, the _ ones are visible.",,long,short
593,"it will take them the whole of tomorrow to sort the short sticks, the long ones lasted a few hours only, the _ ones are imperceptible .",,short,long
594,"The clouds evoked great fear in the people, while the clear skies calmed them, because the _ were so foreboding.",,clouds,skies
595,"The clouds evoked great fear in the people, while the clear skies calmed them, because the _ were so comforting.",,skies,clouds
596,The disease was very contagious. His clothes and homes had to be burned. The _ were ragged.,,clothes,homes
597,The disease was very contagious. His clothes and homes had to be burned. The _ were huge.,,homes,clothes
598,Dina fed her children yogurt instead of ice cream because she thought that the _ was healthy.,,yogurt,ice cream
