id,question,concept,answer1,answer2
410,Eric was easier to amuse than Justin because _ had a great sense of humor.,,Eric,Justin
411,Eric was easier to amuse than Justin because _ had a bad sense of humor.,,Justin,Eric
412,"The payments were made by Jason to Dennis, as _ had borrowed so much money in the past.",,Jason,Dennis
413,"The payments were made by Jason to Dennis, as _ had lent so much money in the past.",,Dennis,Jason
414,"Victoria was disgusted because of the odor of Sarah, and _ did not want to be around them.",,Victoria,Sarah
415,"Victoria was disgusted because of the odor of Sarah, and _ was ashamed to be around them.",,Sarah,Victoria
416,Tina asked guests to take off their shoes when entering the house because she had a new carpet. She said the _ couldn't get dirty.,,carpet,shoes
417,Tina asked guests to take off their shoes when entering the house because she had a new carpet. She said the _ were often dirty.,,shoes,carpet
418,Samantha won the dance competition over Jennifer for the reason that _ had a superior sense of rhythm.,,Samantha,Jennifer
419,Samantha won the dance competition over Jennifer for the reason that _ had a bad sense of rhythm.,,Jennifer,Samantha
420,Jessica was thinner than Rebecca because _ ate chocolate almost every day as a snack.,,Rebecca,Jessica
421,Jessica was fatter than Rebecca because _ ate chocolate almost every day as a snack.,,Jessica,Rebecca
422,Tanya couldn't stretch as far down as Jennifer because _ was had a very flexible body.,,Jennifer,Tanya
423,Tanya couldn't stretch as far down as Jennifer because _ was had a very rigid body.,,Tanya,Jennifer
424,Ben had to stop driving his car or motorcycle. He chose to stop the _ because it was safe.,,car,motorcycle
425,Ben had to stop driving his car or motorcycle. He chose to stop the _ because it was risky.,,motorcycle,car
426,Randy is better at playing pretend with kids than Kenneth because _ is a more serious person.,,Kenneth,Randy
427,Randy is better at playing pretend with kids than Kenneth because _ is a more creative person.,,Randy,Kenneth
428,James needed a bigger box to collect the silver he exchanged for the gold because the _ is bigger.,,silver,gold
429,James needed a bigger box to collect the silver he exchanged for the gold because the _ is smaller.,,gold,silver
430,More birds were in the garden than in the park because the _ only had grass.,,park,garden
431,More birds were in the garden than in the park because the _ had fresh fruit.,,garden,park
432,"Kayla decided to talk to her daughter Sarah about puberty, because _ found out she had just gotten her first period.",,Kayla,Sarah
433,"Kayla decided to talk to her daughter Sarah about puberty, because _ said she had just gotten her first period.",,Sarah,Kayla
434,"Pam's lizard caught his tail in the door and ran under the couch instead of the chair, because the _ was scarier.",,chair,couch
435,"Pam's lizard caught his tail in the door and ran under the couch instead of the chair, because the _ was safer.",,couch,chair
436,"Jeffrey asked Joel to express their feelings in a more productive manner, but _ was actually the one being reasonable.",,Joel,Jeffrey
437,"Jeffrey asked Joel to express their feelings in a more productive manner, but _ was actually the one being petty.",,Jeffrey,Joel
438,Jennifer was better at playing sports than Laura was although _ was much more athletic.,,Laura,Jennifer
439,Jennifer was better at playing sports than Laura was because _ was much more athletic.,,Jennifer,Laura
440,The football was flying higher than the basketball as it went through the air. The _ was lighter.,,football,basketball
441,The football was flying higher than the basketball as it went through the air. The _ was heavier.,,basketball,football
442,"Dennis liked pop music, but Jason preferred classical music. _ liked music with string instruments.",,Jason,Dennis
443,"Dennis liked pop music, but Jason preferred classical music. _ liked music you can dance to.",,Dennis,Jason
444,I added spices to my cooking like salt and pepper.  The _ makes the food taste salty.,,salt,pepper
445,I added spices to my cooking like salt and pepper.  The _ makes the food taste hotter.,,pepper,salt
446,"At the mall, Laura applied makeup on Betty to beautify her because _ was not very attractive.",,Betty,Laura
447,"At the mall, Laura applied makeup on Betty to beautify her because _ was an expert.",,Laura,Betty
448,Jason's leg was more sore than his arm was because he warmed up the _ before exercising.,,arm,leg
449,Jason's leg was more sore than his arm was although he warmed up the _ before exercising.,,leg,arm
450,"Randy learned to fish from Derrick, because _ was a professional with years of experience.",,Derrick,Randy
451,"Randy learned to fish from Derrick, because _ was a novice with only days of experience.",,Randy,Derrick
452,While the woman Kayla was driving Maria to her first day of kindergarten the police officer gave _ a ticket.,,Kayla,Maria
453,While the woman Kayla was driving Maria to her first day of kindergarten the police officer gave _ a lollipop.,,Maria,Kayla
454,"Chess is bad for the body but great for the brain, as thinking is critical for the _ to develop.",,brain,body
455,"Chess is bad for the body but great for the brain, as thinking is useless for the _ to develop.",,body,brain
456,Amy wanted a soft toothbrush but Mary wanted a firm one because _ was concerned about tarter.,,Mary,Amy
457,Amy wanted a soft toothbrush but Mary wanted a firm one because _ was concerned about soreness.,,Amy,Mary
458,Jeffrey build a house for Kenneth so _ will have a nice new place to live.,,Kenneth,Jeffrey
459,Jeffrey build a house with Kenneth's help so _ will have a nice new place to live.,,Jeffrey,Kenneth
460,"Megan had a baby whereas Katrina had a college aged child, so _ still had to change diapers.",,Megan,Katrina
461,"Megan had a baby whereas Katrina had a college aged child, so _ no longer had to change diapers.",,Katrina,Megan
462,Megan received flowers from Carrie because _ wanted to ask them out on a date.,,Carrie,Megan
463,Megan gave flowers to Carrie because _ wanted to ask them out on a date.,,Megan,Carrie
464,Emptying the litter box was a dreaded chore for Adam while Lawrence didn't mind doing it. _ never tried to get someone else to handle it.,,Lawrence,Adam
465,Emptying the litter box was a dreaded chore for Adam while Lawrence didn't mind doing it. _ always tried to get someone else to handle it.,,Adam,Lawrence
466,"Matthew spent the weekend watching a baby while Benjamin was on vacation, and _ made sure their vacation was relaxing.",,Benjamin,Matthew
467,"Matthew spent the weekend watching a baby while Benjamin was on vacation, and _ made sure the baby was fed.",,Matthew,Benjamin
468,Kevin found running the marathon easier than Dennis. _ had repeatedly meant to stop smoking.,,Dennis,Kevin
469,Kevin found running the marathon easier than Dennis. _ had finally decided to stop smoking.,,Kevin,Dennis
470,"Lawrence planned to steal the valuable painting from Michael, because _ finally owned something beautiful.",,Michael,Lawrence
471,"Lawrence planned to steal the valuable painting from Michael, because _ wanted to own something beautiful.",,Lawrence,Michael
472,"Jordan gave his miniature horse a field and a barn to stay in, and the horse liked the _ better when it was warm.",,field,barn
473,"Jordan gave his miniature horse a field and a barn to stay in, and the horse liked the _ better when it was cold.",,barn,field
474,The idea was given to Steven to mull over and not Ryan because _ is more creative.,,Steven,Ryan
475,The idea was given to Steven to mull over and not Ryan because _ is less creative.,,Ryan,Steven
476,Michael bought mealworms as pet food but not Kenneth because _ had a pony as a pet.,,Kenneth,Michael
477,Michael bought mealworms as pet food but not Kenneth because _ had a lizard as a pet.,,Michael,Kenneth
478,The draining discussion was followed by a lively lecture.  The _ was just so boring.,,discussion,lecture
479,The draining discussion was followed by a lively lecture.  The _ was just so interesting.,,lecture,discussion
480,Lawrence was more grateful for their gift than Benjamin was for theirs because _ had gotten much more.,,Lawrence,Benjamin
481,Lawrence was more grateful for their gift than Benjamin was for theirs because _ had gotten much less.,,Benjamin,Lawrence
482,"Mary is sending an important package to Sarah, so _ collects it from the post office.",,Sarah,Mary
483,"Mary is sending an important package to Sarah, so _ takes it to the post office.",,Mary,Sarah
484,"Craig volunteered to help the dyslexic students at the school while Joel avoided them, since _ struggled with reading.",,Joel,Craig
485,"Craig volunteered to help the dyslexic students at the school while Joel avoided them, since _ loved reading.",,Craig,Joel
486,"Sarah took Mary's speech class; when she passed her final exam, _ celebrated with ice cream.",,Sarah,Mary
487,"Sarah taught Mary's speech class; when she passed her final exam, _ celebrated with ice cream.",,Mary,Sarah
488,"Joseph decided to groom their dog in the waiting room unlike Leslie, so _ had the cleaner dog.",,Joseph,Leslie
489,"Joseph decided to groom their dog in the waiting room unlike Leslie, so _ had the dirtier dog.",,Leslie,Joseph
490,The woman wanted to hang the dress in the closet but the _ was too large.,,dress,closet
491,The woman wanted to hang the dress in the closet but the _ was too small.,,closet,dress
492,"Ian did not see the tumor on Brett's leg, because _ was only receiving an eye exam.",,Brett,Ian
493,"Ian did not see the tumor on Brett's leg, because _ was only performing an eye exam.",,Ian,Brett
494,The gathered  stones in the bag outweigh the collected coins because the _ are small in numbers.,,coins,stones
495,The gathered stones in the bag outweigh the collected coins because the _ are much in numbers.,,stones,coins
496,Samuel knew to recycle aluminum cans but not Logan because _ was never in need of extra change.,,Logan,Samuel
497,Samuel knew to recycle aluminum cans but not Logan because _ was always in need of extra change.,,Samuel,Logan
498,Jessica used the luxury brand to shampoo her hair instead of the generic brand. The _ brand made her hair beautiful.,,luxury,generic
499,Jessica used the luxury brand to shampoo her hair instead of the generic brand. The _ brand made her hair ugly.,,generic,luxury
500,"Rachel had a dog but Cynthia's dog was given up for adoption recently, so _ gave them their old leash.",,Cynthia,Rachel
501,"Rachel had a dog but Cynthia's dog was given up for adoption recently, so _ was given their old leash.",,Rachel,Cynthia
502,John said that he preferred the chocolate frosting over the lemon frosting because the _ tasted good.,,chocolate,lemon
503,John said that he preferred the chocolate frosting over the lemon frosting because the _ tasted bad.,,lemon,chocolate
504,Betty is known as bilingual while Rachel is known as multilingual because _ can only speak two languages.,,Betty,Rachel
505,Betty is known as bilingual while Rachel is known as multilingual because _ can speak more than two languages.,,Rachel,Betty
506,during the vacation we stayed in the 3 star hotel and not the 5 star hotel because the _ were fully booked.,,5 star,3 star
507,during the vacation we stayed in the 3 star hotel and not the 5 star hotel because the _ were available.,,3 star,5 star
508,"The thief was able to be sneaky in the boots, but not in the sandals, because the _ were made of superior material.",,boots,sandals
509,"The thief was able to be sneaky in the boots, but not in the sandals, because the _ were made of inferior material.",,sandals,boots
510,"The quilt Margot was making would take up the whole closet, because the _ was huge.",,quilt,closet
511,"The quilt Margot was making would take up the whole closet, because the _ was tiny.",,closet,quilt
512,Are you going to donate your charitable contribution to the church or the school? I think I'm going to give mine to the _ because they need new pews.,,church,school
513,Are you going to donate your charitable contribution to the church or the school? I think I'm going to give mine to the _ because they need new computers.,,school,church
514,The oak tree weathered the storm but the sapling perished. This is because the _ tree was much more fragile.,,sapling,oak
515,The oak tree weathered the storm but the sapling perished. This is because the _ tree was much more sturdy.,,oak,sapling
516,Benjamin had a more juvenile sense of humor than Donald so _ hated whoopie cushions.,,Donald,Benjamin
517,Benjamin had a more juvenile sense of humor than Donald so _ enjoyed whoopie cushions.,,Benjamin,Donald
518,"Eating sweets was a big problem for Carrie but not for Rebecca, thats why _ has a small waistline.",,Rebecca,Carrie
519,"Eating sweets was a big problem for Carrie but not for Rebecca, thats why _ has a large waistline.",,Carrie,Rebecca
520,The ground around Michael's house was solid unlike Aaron's because _ had a month long rainfall.,,Aaron,Michael
521,The ground around Michael's house was solid unlike Aaron's because _ had a month long drought.,,Michael,Aaron
522,"Megan inserted an IV into Sarah's arm once they were admitted to the hospital, because _ was a nurse.",,Megan,Sarah
523,"Megan inserted an IV into Sarah's arm once they were admitted to the hospital, because _ was dehydrated.",,Sarah,Megan
524,It was raining hard and the hat got soaked. The color began to blend together. His mom said the _ was ugly anyway and it had too many hats.,,color,hat
525,It was raining hard and the hat got soaked. The color began to blend together. His mom said the _ was ugly anyway because it had too many colors.,,hat,color
526,"The bedroom had to have the bureau replaced by the new closet , since the _ was too packed for all the new clothes.",,bureau,closet
527,"The bedroom had to have the bureau replaced by the new closet , since the _ was very roomy for all the new clothes.",,closet,bureau
528,The chef tried to put the banana in the cake but the _ was too large.,,banana,cake
529,The chef tried to put the banana in the cake but the _ was too small.,,cake,banana
530,Brett was more prepared to be a parent than Aaron because _ had spent a lot of time with children.,,Brett,Aaron
531,Brett was more prepared to be a parent than Aaron because _ had spent very little time with children.,,Aaron,Brett
532,Patricia chose a hardy cultivar to grow unlike Tanya because _ had very fertile soil.,,Tanya,Patricia
533,Patricia chose a hardy cultivar to grow unlike Tanya because _ had very rocky soil.,,Patricia,Tanya
534,"Donna would prefer to do her reading at the workplace than at home, because the _ was too noisy.",,home,workplace
535,"Donna would prefer to do her reading at the workplace than at home, because the _ was more quiet.",,workplace,home
536,Donald invited Brett to Paris because _ knew how to speak the native language perfectly.,,Brett,Donald
537,Donald invited Brett to Paris because _ didn't know how to speak the native language.,,Donald,Brett
538,Michael discovered Craig was a respected doctor so _ was asked many health related questions.,,Craig,Michael
539,Michael discovered Craig was a respected doctor so _ asked him many health related questions.,,Michael,Craig
540,"Glenda always drove the station wagon at night instead of the sports car, because the _ had dimmer headlights.",,sports car,station wagon
541,"Glenda always drove the station wagon at night instead of the sports car, because the _ had brighter headlights.",,station wagon,sports car
542,"Ryan ran over Ian's guinea pig with his car, causing _ to feel a great deal of pain.",,Ian,Ryan
543,"Ryan ran over Ian's guinea pig with his car, causing _ to feel a great deal of guilt.",,Ryan,Ian
544,"It was easier to prevent the post from falling over than the beam, because the _ was heavy.",,beam,post
545,"It was easier to prevent the post from falling over than the beam, because the _ was light.",,post,beam
546,It was easy for Joel but not Kevin to have fun on the camping trip because _ had not learned how to enjoy the outdoors.,,Kevin,Joel
547,It was easy for Joel but not Kevin to have fun on the camping trip because _ learned early how to enjoy the outdoors.,,Joel,Kevin
548,"Dennis had a much higher testosterone level than Christopher, so _ started to worry about being able to have children.",,Christopher,Dennis
549,"Dennis had a much higher testosterone level than Christopher, so _ didn't have to worry about being able to have children.",,Dennis,Christopher
550,The ability to study French came easier to Angela than Samantha because _ had a strong language background.,,Angela,Samantha
551,The ability to study French came easier to Angela than Samantha because _ did not have a strong language background.,,Samantha,Angela
552,"The pool cue used by Emily at the billiards hall was covered with more chalk than the one used by Betty; consequently, _ was practically flawless when breaking.",,Emily,Betty
553,"The pool cue used by Emily at the billiards hall was covered with more chalk than the one used by Betty; consequently, _ was practically incompetent when breaking.",,Betty,Emily
554,Katrina loves the taste of lettuce but Angela doesn't. _ ordered a big salad for dinner.,,Katrina,Angela
555,Katrina loves the taste of lettuce but Angela doesn't. _ ordered a big steak for dinner.,,Angela,Katrina
556,"Jason approached Steven to deliver the official subpoena and court summons, because _ was employed as a process server.",,Jason,Steven
557,"Jason approached Steven to deliver the official subpoena and court summons, because _ was being sued.",,Steven,Jason
558,The mother always consulted a book for her pregnancy because the _ was very  informative.,,book,pregnancy
559,The mother always consulted a book for her pregnancy because the _ was very difficult.,,pregnancy,book
560,"When Manny bought a new dog bed for the cage, he was disappointed when he tried to put it in. The _ was too small.",,cage,dog bed
561,"When Manny bought a new dog bed for the cage, he was disappointed when he tried to put it in. The _ was too big.",,dog bed,cage
562,"Natalie helped Monica to get into a treatment program, after _ told of her drug addiction.",,Monica,Natalie
563,"Natalie helped Monica to get into a treatment program, after _ heard of her drug addiction.",,Natalie,Monica
564,Nelson went to the doctors office without Dennis because _ had to change his prescription.,,Nelson,Dennis
565,Nelson went to the doctors office without Dennis because _ had to change the engine oil.,,Dennis,Nelson
566,The horse prefers the pasture over the barn because there is less room in the _ for the horse to stretch.,,barn,pasture
567,The horse prefers the pasture over the barn because there is more room in the _ for the horse to stretch.,,pasture,barn
568,She was never able to use lash curlers on her lashes because the _ are too large.,,curlers,lashes
569,She was never able to use lash curlers on her lashes because the _ are too thin.,,lashes,curlers
570,"Ian asked Kevin to help with their taxes because _ was a successful, trained accountant.",,Kevin,Ian
571,"Ian was asked by Kevin to help with their taxes because _ was a successful, trained accountant.",,Ian,Kevin
572,"Hangovers are really bad, but they are not as bad as migraines, because the _ are gone quick.",,hangovers,migraines
573,"Hangovers are really bad, but they are not as bad as migraines, because the _ last awhile.",,migraines,hangovers
574,"Since Jennifer was in need of clothing while Natalie had extra, _ bought clothes from the thrift shop.",,Jennifer,Natalie
575,"Since Jennifer was in need of clothing while Natalie had extra, _ gave clothes to the thrift shop.",,Natalie,Jennifer
576,He found he had baking powder for the cake but borrowed baking soda from his neighbor since the _ was full.,,powder,soda
577,He found he had baking powder for the cake but borrowed baking soda from his neighbor since the _ was empty.,,soda,powder
578,Justin was very good at playing music on the guitar unlike Craig because _ was very musical.,,Justin,Craig
579,Justin was very good at playing music on the guitar unlike Craig because _ was very sporty.,,Craig,Justin
580,Sheila didn’t check the temperature of her flat iron before straightening her hair. The _ was fried.,,hair,iron
581,Sheila didn’t check the temperature of her flat iron before straightening hair. The _ was hot.,,iron,hair
582,Callie practiced dancing more than she practiced guitar although the recital next week was for the _ .,,guitar,dancing
583,Callie practiced dancing more than she practiced guitar because the recital next week was for the _ .,,dancing,guitar
584,The dog's hair had to be removed after it got stuck in the mud because the _ was clean.,,hair,mud
585,The dog's hair had to be removed after it got stuck in the mud because the _ was disgusting.,,mud,hair
586,"Terrorism was a concern in the countryside, but hardly a problem in the city, as the _ had much peace among people.",,city,countryside
587,"Terrorism was a concern in the countryside, but hardly a problem in the city, as the _ had much conflict among people.",,countryside,city
588,"Jason was bald, but Hunter had a full head of hair, so _ had no need to buy hair gel.",,Jason,Hunter
589,"Jason was bald, but Hunter had a full head of hair, so _ needed to buy hair gel.",,Hunter,Jason
590,"The hair didn't work in a bun, but looked great in a ponytail.  The _ was ugly.",,bun,ponytail
591,"The hair didn't work in a bun, but looked great in a ponytail.  The _ was cute.",,ponytail,bun
592,"it will take them the whole of tomorrow to sort the short sticks, the long ones lasted a few hours only, the _ ones are visible.",,long,short
593,"it will take them the whole of tomorrow to sort the short sticks, the long ones lasted a few hours only, the _ ones are imperceptible .",,short,long
594,"The clouds evoked great fear in the people, while the clear skies calmed them, because the _ were so foreboding.",,clouds,skies
595,"The clouds evoked great fear in the people, while the clear skies calmed them, because the _ were so comforting.",,skies,clouds
596,The disease was very contagious. His clothes and homes had to be burned. The _ were ragged.,,clothes,homes
597,The disease was very contagious. His clothes and homes had to be burned. The _ were huge.,,homes,clothes
598,Dina fed her children yogurt instead of ice cream because she thought that the _ was healthy.,,yogurt,ice cream
599,Dina fed her children yogurt instead of ice cream because she thought that the _ was unhealthy.,,ice cream,yogurt
600,"Heather bought a doll for her daughters cradle the doll did not fit, the _ was too small.",,cradle,doll
601,"Heather bought a doll for her daughters cradle the doll did not fit, the _ was too big.",,doll,cradle
602,They need to update their kitchen cabinets after buying more dishes because the _ are excessive.,,dishes,cabinets
603,They need to update their kitchen cabinets after buying more dishes because the _ are small.,,cabinets,dishes
604,"Because Robert was experiencing hair loss and Brian was not, _ was jealous of his hair.",,Robert,Brian
605,"Even though Robert was experiencing hair loss and Brian was not, _ was jealous of his hair.",,Brian,Robert
606,"She wanted to make a toilet paper roll butterfly by using the roll's tube and paint, but was unable to finish because the _ was too scarce.",,paint,tube
607,"She wanted to make a toilet paper roll butterfly by using the roll's tube and paint, but was unable to finish because the _ was too large.",,tube,paint
608,"Lawrence shovelled their driveway after the snow storm while Aaron avoided doing so, so _ had a driveway that was covered in snow.",,Aaron,Lawrence
609,"Lawrence shovelled their driveway after the snow storm while Aaron avoided doing so, so _ had a driveway that was free from snow.",,Lawrence,Aaron
610,Cathy felt a stronger bond with her dog than her cat because her _ was very aloof.,,cat,dog
611,Cathy felt a stronger bond with her dog than her cat because her _ was very affectionate.,,dog,cat
612,"Patricia always had to clean up after Angela, because _ didn't care about living in filth.",,Angela,Patricia
613,"Patricia always had to clean up after Angela, because _ didn't want to live in filth.",,Patricia,Angela
614,Michael asked Brett for help moving a desk. _ wouldn't have been able to do it alone.,,Michael,Brett
615,Michael asked Brett for help moving a desk. _ wouldn't have been able to do it by himself either.,,Brett,Michael
616,Jennifer liked to smoke pot but Laura like to smoke cigars. _ wound up in the local jail for smoking their favorite thing in public.,,Jennifer,Laura
617,Jennifer liked to smoke pot but Laura like to smoke cigars. _ avoided the local jail for smoking their favorite thing in public.,,Laura,Jennifer
618,"Jeffrey believed Robert was spying on him during the private event, because _ was sneaky.",,Robert,Jeffrey
619,"Jeffrey believed Robert was spying on him during the private event, because _ was paranoid.",,Jeffrey,Robert
620,"Frank visited the bank to get a loan to buy a new car, and the _ was very skeptical.",,loan,car
621,"Frank visited the bank to get a loan to buy a new car, and the _ was very bold.",,car,loan
622,"Christopher needs Ian's advice on how to create a positive classroom atmosphere, because _ is a new teacher.",,Christopher,Ian
623,"Christopher needs Ian's advice on how to create a positive classroom atmosphere, because _ is an experienced teacher.",,Ian,Christopher
624,Emily was having difficulty going through puberty but not Christine because _ had very weak acne causing hormones.,,Christine,Emily
625,Emily was having difficulty going through puberty but not Christine because _ had very strong acne causing hormones.,,Emily,Christine
626,"Hunter likes tulips and Ryan does not, so _ went to buy some from the store.",,Hunter,Ryan
627,"Hunter likes tulips and Ryan does not, so _ refused to buy some from the store.",,Ryan,Hunter
628,"Victoria decided to choose express shipping while Katrina did not, so _ got her order last.",,Katrina,Victoria
629,"Victoria decided to choose express shipping while Katrina did not, so _ got her order first.",,Victoria,Katrina
630,"The tutor was more suited for English studies than the professor , since _ was an effective teacher.",,tutor,professor
631,"The tutor was more suited for English studies than the professor , since _ was an inadequate teacher.",,professor,tutor
632,Victoria was more fashionable than Elena because _ always was concerned about leaving dandruff on their shirts.,,Elena,Victoria
633,Victoria was more fashionable than Elena but  _ always was concerned about leaving dandruff on their shirts.,,Victoria,Elena
634,Carrie needed to be vigilant about her bone health which Natalie worries about since _ is concerned.,,Natalie,Carrie
635,Carrie needed to be vigilant about her bone health which Natalie worries about since _ is elderly.,,Carrie,Natalie
636,The waves destroyed the garage but left the house intact because the _ was so far from the shore.,,house,garage
637,The waves destroyed the garage but left the house intact because the _ was so close to the shore.,,garage,house
638,The science student tried using the telescope to see the galaxy but the _ was too far.,,galaxy,telescope
639,The science student tried using the telescope to see the galaxy but the _ was too weak.,,telescope,galaxy
640,"When Sarah wanted to pursue acting, Elena started laughing, because _ was an amazing actor.",,Elena,Sarah
641,"When Sarah wanted to pursue acting, Elena started laughing, because _ was a terrible actor.",,Sarah,Elena
642,"We worked on the inside of the house instead of working on the inside of the shed, because the _ was uninhabitable.",,shed,house
643,"We worked on the inside of the house instead of working on the inside of the shed, because the _ was livable.",,house,shed
644,"The scar needed medical care to heal, while the cut healed naturally, because the _ was a minor wound.",,scar,cut
645,"The scar needed medical care to heal, while the cut healed naturally, because the _ was a severe wound.",,cut,scar
646,"Applicants at the university had much lower reading scores than those at the college, as the _ students were a bit dimmer.",,university,college
647,"Applicants at the university had much lower reading scores than those at the college, as the _ students were a bit brighter.",,college,university
648,Michael had to dispose of his water before entering unlike Eric because _ cup was empty.,,Eric,Michael
649,Michael had to dispose of his water before entering unlike Eric because _ cup was full.,,Michael,Eric
650,"Christine had a worst wedding than Rebecca because  in _  wedding, the weather was terrible.",,Christine,Rebecca
651,"Christine had a worst wedding than Rebecca because  in _  wedding, the weather was great.",,Rebecca,Christine
652,The flying birds visible in the smoke disappeared in the fog. The _ is thin.,,smoke,fog
653,The flying birds visible in the smoke disappeared in the fog. The _ is thick.,,fog,smoke
654,"With _ washing a highball glass, Elena was sitting at the bar drinking as Natalie was in the kitchen cleaning.",,Natalie,Elena
655,"With _ fondling a highball glass, Elena was sitting at the bar drinking as Natalie was in the kitchen cleaning.",,Elena,Natalie
656,"At the party, William was drinking heavily and Joseph was abstaining, so _ drove home afterwards.",,Joseph,William
657,"At the party, William was drinking heavily and Joseph was abstaining, so _ rode home afterwards.",,William,Joseph
658,Dennis backed Nelson into the small corner during the heated argument because _ was submissive.,,Nelson,Dennis
659,Dennis backed Nelson into the small corner during the heated argument because _ was dominant.,,Dennis,Nelson
660,"Carrie was dealing with the death of their dog as where Amy had lost their cat, _ is a cat lover.",,Amy,Carrie
661,"Carrie was dealing with the death of their dog as where Amy had lost their cat, _ is a dog lover.",,Carrie,Amy
662,"Jessica finished baking her picnic ham before Jennifer, because _ used a difficult recipe for ham glaze.",,Jennifer,Jessica
663,"Jessica finished baking her picnic ham before Jennifer, because _ used an easy recipe for ham glaze.",,Jessica,Jennifer
664,James coated the top of the table with a vanish and leave the chair the way it was. Now the _ is dull.,,chair,table
665,James coated the top of the table with a vanish and leave the chair the way it was. Now the _ is shiny.,,table,chair
666,Christopher tried a new recipe and asked Kenneth how  liked it. _ hoped it tasted good.,,Christopher,Kenneth
667,Christopher tried a new recipe and asked Kenneth how  liked it. _ thought it tasted good.,,Kenneth,Christopher
668,Erin was very comfortable outside during winter unlike Cynthia because _ had a very thick coat.,,Erin,Cynthia
669,Erin was very comfortable outside during winter unlike Cynthia because _ had a very thin coat.,,Cynthia,Erin
670,The cook wanted to store the fresh honey in the jar but the _ was too hot.,,honey,jar
671,The cook wanted to store the fresh honey in the jar but the _ was too small.,,jar,honey
672,"When Matthew stepped in dog poop wearing his new shoes, Dennis laughed, so mother gave _ an angry look.",,Dennis,Matthew
673,"When Matthew stepped in dog poop wearing his new shoes, Dennis laughed, so mother gave _ an understanding look.",,Matthew,Dennis
674,"While the thrifty family was at the grocery store, they bought soap instead of shampoo because the _ was needed.",,soap,shampoo
675,"While the family was at the grocery store, they bought soap instead of shampoo because the _ was superfluous.",,shampoo,soap
676,"I measured the area in my kitchen, but the stove didn't fit because the _ was too small.",,area,stove
677,"I measured the area in my kitchen, but the stove didn't fit because the _ was too big.",,stove,area
678,The ants flocked to the honey instead of the dark chocolate because the _ is sweet.,,honey,chocolate
679,The ants flocked to the honey instead of the dark chocolate because the _ is bitter.,,chocolate,honey
680,"Adam explained his emotions to Robert, because _ needed help from a therapist who could deal with complex emotions.",,Adam,Robert
681,"Adam explained his emotions to Robert, because _ offered help as a therapist who could deal with complex emotions.",,Robert,Adam
682,Elena is a lot worse using a map than Sarah because _ has had training in the military.,,Sarah,Elena
683,Elena is a lot better using a map than Sarah because _ has had training in the military.,,Elena,Sarah
684,Rachel knew Elena needed more magnesium but _ didn't know if they liked fruit or not.,,Elena,Rachel
685,Rachel knew Elena needed more magnesium but _ didn't know if they hated fruit or not.,,Rachel,Elena
686,"When Robert was asked by Christopher what he wanted for his birthday, he said money. _ wanted to choose his own gift.",,Robert,Christopher
687,"When Robert was asked by Christopher what he wanted for his birthday, he said money. _ let him choose his own gift.",,Christopher,Robert
688,The candy jar could hold 100 gumballs or 80 maltballs because the _ were smaller.,,gumballs,maltballs
689,The candy jar could hold 100 gumballs or 80 maltballs because the _ were larger.,,maltballs,gumballs
690,"John quickly returned the game to the store after he heard the news about it containing bugs, he bought two baseballs instead because the _ were reliable.",,baseballs,bugs
691,"John quickly returned the game to the store after he heard the news about it containing bugs, he bought two baseballs instead because the _ were undependable.",,bugs,baseballs
692,Kyle had a black hair color and Joseph had a blue hair color. _ hair color was common.,,Kyle,Joseph
693,Kyle had a black hair color and Joseph had a blue hair color. _ hair color was uncommon.,,Joseph,Kyle
694,Installing the fridge was a lot easier than doing the stove was for Roger. He had never installed the _ before in a different house.,,stove,fridge
695,Installing the fridge was a lot easier than doing the stove was for Roger. He had previously installed the _ before in a different house.,,fridge,stove
696,The seamstress wanted to sew the button on the collar of the coat but the _ was too big.,,button,collar
697,The seamstress wanted to sew the button on the collar of the coat but the _ was too small.,,collar,button
698,"Emily currently has a bad cough, but Victoria doesn't have one, so _ is the smoker.",,Emily,Victoria
699,"Emily currently has a bad cough, but Victoria doesn't have one, so _ is the nonsmoker.",,Victoria,Emily
700,Ian has a nice smile but not so much with Eric as _ values good dental health.,,Ian,Eric
701,Ian has a nice smile but not so much with Eric as _ neglect good dental health.,,Eric,Ian
702,Emily had a much higher credit score than Maria because _ always paid her bills on time.,,Emily,Maria
703,Emily had a much higher credit score than Maria because _ never paid her bills on time.,,Maria,Emily
704,"William hired a trainer named Samuel to help with his new dog, but _ found his dominance methods unappealing.",,William,Samuel
705,"William hired a trainer named Samuel to help with his new dog, but _ 's dominance methods were unappealing.",,Samuel,William
706,In the winters Angela always ate soup unlike Rachel because _ lived in a cold area.,,Angela,Rachel
707,In the winters Angela always ate soup unlike Rachel because _ lived in a hot area.,,Rachel,Angela
708,"I donated my dining room table and my sofa to charity, but they declined the _ because it was too uneven.",,table,sofa
709,"I donated my dining room table and my sofa to charity, but they declined the _ because it was too hard.",,sofa,table
710,The coach quit his job at the school and went on to work at the rec center because the _ paid more.,,rec center,school
711,The coach quit his job at the school and went on to work at the rec center because the _ paid less.,,school,rec center
712,"At dinner, Steven was starving but Ian was already full, so _ ate the pizza slowly.",,Ian,Steven
713,"At dinner, Steven was starving but Ian was already full, so _ ate the pizza quickly.",,Steven,Ian
