id,question,concept,true_answer,wrong1,wrong2,wrong3,wrong4
92bb7aaa89995bcbf4577327e96c66f0,Where does a potato become softer?,,vegetable stew,optical device,garden patch,blender,pantry
c4007cd739aee9350b92066c69bdbe3a,Space is the most important character on a keyboard. What basic thing do you need space to write?,,sentence,paragraph,box,front,words
44607acd228b846431fe21add697d4c8,"Someone left their shopping bag behind when they grabbed a bit to eat, where is the bag likely?",,restaurant,atlantis,retail store,closet,grocery store
933dbf606436756eb344818aaefcb1ec,"She complained about the radio, what was it doing?",,blaring,radiotracking,turn on,train,play music
51172914847d7a61b2715826e9e38655,What does the government sometimes have too much of?,,control,canada,trouble,city,water
9d8a99ae1108df5880eb7e8b28c4c388,When you drive and see someone walking across the street what do we do?,,stop,reverse,passenger,open the window,walking
e503e06d528db503d1c881a099c24c58,Where is the wrong place to throw garbage?,,floor,at a friend,ground,television,trashcan
0143ddd81b6ef4d3215fcadf0ce7e240,WHat is the central bank responding to when they are fighting inflation?,,problems,deflation,spend more,people,not noticeable
24989ddbc4f9f8f59b83e889d5217dde,Where could you find some plumbing that would not be of use to you if you are thirsty?,,oil refineries,wall,show,own home,water fountain
7084b4d5317055b77a6e04dd5b58a706,"The police were well liked and respected, it was easier for them to interact with the community since it was a small what?",,town,direct traffic,give tickets,donut shop,wrong place
b232e438f6d99cd3f21502768a8c8f26,"He was lost going up and down the long hall, it must've been a very what to contain a hall that long?",,large building,prison,conference,dormitory,inside
a7cb393607e5be677058b61e727f36af,"Through the colorful pages the koala went on quite the adventure, the parent thought it made for a good what?",,child's book,movie,australian outback,bamboo grove,wilderness
6195f9d2587f3b2f8a8e01d5a4c8f099,Where might I find information on current events in print form?,,newspaper,internet,car,television,book
4ea81ac15acfdfaabcd9bbb5c4c42ef4,What has a pocket for a hydration pack full of water?,,backpack,ocean,first aid kit,tsunami,snowball
307b1a0871ad10a0fb027af51377b5ed,What can cause failure even with reduced goals?,,hold back,illusion,die in a fiery car crash,amount to nothing,lower expectations
28a39911316dd9386ee6bb8b3c3926df,Where could you find millions of jellyfish?,,north sea,smack,sponge bob's house,store,sea water
f647ae86e9b6c4f3307f40f30eb5e95c,Where is a small dog likely to be well groomed?,,dog show,animal shelter,backyard,park,georgia
ebfbbdb4a65d9f8b4f6fd79330de3fe8,"They kept talking during the movie, for others it was quite a what?",,distraction,headaches,sore throat,misunderstandings,cell phone
8c0ec3a6ddd0a6716dbda2c2a647c233,Where do you find spirits on Halloween?,,haunted house,liquor cabinet,graveyard,cemetary,funeral
a5dea4517c91056c4e8873b9c8b5cb5c,Where is the closest dining table not in your home?,,neighbor's house,conference,livingroom,white house,card room
e2a3bc8de7200566a33f7b39bdec9b4f,"The child always talked about being hungry, but the mom was in a hurry, what did the child have to do?",,eat quickly,wash dishes,eat vegetables,have food,eat hamburger
d423b350c6a6ea5a4628b619f07ec827,"The Andes pop up through many countries, alphabetically starting with where?",,argentina,ecuador,peru,colombia,bolivia
9ebc98a239186d195eaa707587f63f7c,What do people usually tie a ribbon around as a present?,,floral arrangement,girl's hair,box,car,typewriter
53e07382af58bc1a1900c2a63f67e181,Many examples of the stone arch have found that date back to what civilization?,,ancient rome,foot,cathedral,building,my bathroom
183f528c595ffb874245f1f9e71be6a9,Where might a milking machine be located?,,barn,office,bar,industrial area,museum
7f4e9acf09aad9f887754cab21b2e194_1,"The star was lonely, what did it wish it was part of?",,constellation,hollywood,night sky,atmosphere,solar system
6325cf04cb84e46c88e6ed9a3007e898_1,"The poet was being analyzed by younger people, where was this happening?",,classroom,book store,university,home,speakeasy
b37adcd4b2695fd629a5b04c3c475523,What is a teacher trying to impart to their class?,,better knowledge,group students,state facts,time test,suffering
b12c58e3f49948a7ee5c5efbfcd10232,"He was morally upright and knew he was strong, so who should he protect?",,weak,batman,diluted,fragile,regular
53256ff56c523c2e282533e1db046a5a,Where did Europeans take their slaves from?,,poor countries,houses,ancient rome,south,plantation
a2deff69ac22a4b81162ee555b6b94d7,Why should people try learning language for business settings?,,better communication,happiness,problems,confidence,comfortness
4a4f209f73ddefcb978392d2616b02a4,"The kids showed excitement getting ready and getting in the car, they were ready to what?",,go somewhere,express information,dance,library,fix the car
fb5c43893f3193e6d645e480147608b0,"The student wasn't sure of the answer, what could they do to find it?",,ask questions,complete test,learn to read,search on internet,read book
666fc2a353ed388ac74fe8e6fd0fba8c,What do you have when you are learning?,,thought,attention,attention,study,exposure
12fca013e64c093617585867ce81d57e,Authors have a wide range of emotions from relief to happiness when they finally what?,,complete writing,write books,word passage,start book,write poems
6f89dc681ebd84cb124b91f371d96e60,Where is there likely to b more than one desk drawer?,,office,holding office supplies,desk,room,school
8b823508bc7556182acd135c626c8d8a,James consumed a liquid.  What did he most likely use to hold the liquid?,,drinking glass,jar,cup,container,tankard
70efb0eb2ec82d2cbf4d4c55f1036db4,"When generals want to drop bombs, what vehicle do they need?",,aircraft,mail box,car,afghanistan,suitcase
1f4d760c8d48bc6667995ffc6c7fadd5,"Old folks who are living in facilities are often lonely, what do they need?",,interaction,plants,respiration,expiration,perspiration
9fc9abae9e3ddb6f1315f0b8e6ac5c53,What might a good person experience after killing someone?,,feeling of guilt,michigan,dies,being imprisoned,bloody mess
0c7eb3d8bb26df50371c9e79bf66fbbf,"When the woman was thinking about her failures in life, what did she feel?",,depression,knowledge,confused,fatigue,figure out
6062fe8941bd56fc09bff4f5e2f83a12_1,Discovering truth normally occurs at what part of a research process?,,conclusion,enlightenment,beginning,relief,happiness
bc59020ba0a56576bd41dfcc9a14154f,What might an elderly person install a railing on to help them pull themselves up?,,stairwell,deck,flight of stairs,feet,house
a1e3787b8eb68f55e4759b38dc2cf438,Where is a beam likely to be created?,,construction site,ceiling,large building,warehouse,train station
93427faefda9e6feb9c500054c3dc872,John spent time relaxing because  he was told he needed to do what?,,lower blood pressure,relax,feel happy,lie back,sleeping
f6264e520bb920cb82851012d714c166,"The receptionist lady loved to use a rubber stamp on her notes, she was the most pleasant person in the whole what?",,office,art class,indiana,insane asylum,desk
a74227211b27c20ba741a9d46cf01c55,A person's hand hurts after hitting the bottle. What might happen to the bottle?,,breaking,alcoholism,fly,nausea,ticket
df3e19aea12e61bd4b6eb43e843dfc0b,People of faith believe what is a vessel for the soul?,,human body,ocean,head,port,streets
1b6f3d758f442c4084adfef7c4e82510,"He was finally able to experience seeing his idea become reality, how  is he likely to feel?",,very nice,sad,inspiration,fulfilling,make money
ac0462d09b9fddd40c3c77aedf48a870,"John runs a small corner shop.   If you were walking on a sidewalk near it, where would you look for it?",,street corner,england,minnesota,arizona,iowa
9cf549ffda371a9740950f00dfffd104,Movies which contain unusual or unexpected events which are lighthearted in tone are trying to be what?,,funny,clever,entertaining,watched by people,excellent
fab06170af4dee3f33e40d2b5ca26ffa,Where is a good place to purchase a contraceptive?,,drug store,medicine cabinet,pharmacy,doctor's office,vagina
beb3095793bbc273aa457dd1bb63359f,Why would water come out of someones eyes ?,,tear up,glass over,see light,shine when exited,see work
e1844c0e0678b857564c964eb6283598,Settling in to see your favorite show is a great way to do what after a hard days work?,,relax,smile,buy tickets,laugh,succeed
96c5d630be5120f6fe70d34083fbaaf0,What can one do better after learning about a subject?,,form opinions,change,headache,advance,start reproduction
748af43c0c48e14830f6e007e5abd629,If a group of friends have gathered after reading a book they are likely about to have a what?,,discussion,learn things,fit,learning,nightmares
d75512bb8adec12fe617b5cf97a0d669,Josh was experiencing hunger so he took his keys and his wallet and did what?,,go to market,went to restaurant,bring home fish,make bread,cook dinner
68345ed857227e7512b9922ddd3f088b,Where does a hat go when you wear it?,,head,leg,suitcase,closet,shelf
d0fe6f5678dee8d00e8d2ba55468943f,It was directed towards women but it was mostly couples who what?,,enjoy movie,date,have sex,row with each other,enjoy sex
fafd47131f563bef99f59e528f6883cf,"He wanted his chesterfield near his magazine rack, where does he put it?",,living room,ashtray,museum,foyer,derbyshire
b313cc908e31ea60e6b062deaac7dd04,"The trainer told him to keep doing the same exercise, he said he had to keep doing it until he what?",,get tired,lose weight,aerobic activity,fatigue,drink water
517f9d923bdfbb1185951f34d6cb2d59,What do teachers often do after teaching a lesson?,,answering questions,pop quiz,school children,school students,teach children
5f7d15d85b9b88dbdbfc4c809a16ce8d,We live in a small town and when we want to have a nice meal out we go where?,,big city,restaurant,dining room,mars,shopping area
3c6c5e893b409e839886d7bb2b61e63a,How do people evaluate what to buy at a shop?,,compare prices,spending of money,have fun,splurge,purchasing
99d6eac92a46a821530733ac943e77c9,what is the cartridge of a bullet called?,,casing,bandolier,gun shop,magazine,gunpowder
19bc1da06036bc3818c4aa9634dbb913,"The grain-seller needed dry storage, where should he put it?",,warehouse,pantry,storage closet,building,wet
7b89fe3ff96a8701fe46ae0ea6764051,"When you get down to the primal basics, flirting causes what?",,sexual excitement,getting into trouble,sparks fly,sadness,unwanted pregnancy
7d6424a6a0e970825d488680f51330bf,Where would you find many shower curtain being used?,,hotel,bathtub,dime store,department store,police station
375c67436bd34a591775e3d420b0c2b1,Where does a drug dealer like to hang out?,,nightclub,supply drugs,prison,sell drugs,jail
7177972aa7f64dc3d82055aa41cf10e8,Dave felt that punishing John for making a mistake would be wrong.  It would not be just. It would only be what?,,retribution,hatred,feel sorry for,feel guilty,funny
da71ed330f6bb3db3e8e754a4e92a944,A man is supposed to walk closer to the street when with a?,,lady,female group,father,gods,boys
102df7348bd5219f43d1c7cf917818ba,Where could there be a floating cottage?,,fairy story,desert,village,rural area,mountains
7d08ffdba30b3a64e78b364ee91b367a,Older stars collect in groups called what on the outer regions of a galaxy?,,globular cluster,night sky,black hole,press conference,heavens
92d610398e767c8db8d38b1df84f82b4,How does a bishop move from one place to another?,,chess game,church,in a car,queen,cathedral
26bd970548738a68e7b01489e15fcc1d,When a farmer is gaining more land what is the expected positive consequence?,,making more money,disputes,more work,more responsibility,higher taxes
55ac346425f4706460ff264817063dfe,Care not to burn you hand on the handle of what small high-walled vessel?,,saucepan,brush,carry object,walking stick,umbrella
7c6fcb5327fa26225efac3c10ef1ccab,Why does someone make sure they are eating breakfast?,,have energy,fullness,better day,full stomach,indulge
6500a3dfb040c2c690d22ba3aa3bc48f,What is a possible injury from jumping rope?,,ankle sprain,look silly,sweating,high cholesterol,becoming tired
09ad40fb1fc424afce1226620516e05e,What is the most likely feature of a cat that you can see in the dark?,,eyes,litter of kittens,four legs,nose,flippers
2822287fea56a6c5dae309b968692fca,Where is likely to have a walk in type wardrobe?,,mansion,recreational vehicle,clothes cupboard,house,bedroom
5f65b1a832e5e784b99594d67d800ac5,Bobby found the lamp beside him when he got up. Where was the lamp?,,bedroom,building,house,store,ocean
874e1572efa4fc7ffc4df1688c1ba08e,Joe kept all of his school books on a shelf where he could easily get to them when he wanted to study.  Where was this shelf likely located?,,bedroom,cabinet,school building,bank,bookstore
b6fcbc289e3670e3d4954f8e45f55081,"The man was riding bike very quickly, clearly he had to what?",,get somewhere,run away,falling down,accident,pleasure
1ab01fcae287f39f0c451a6eb62d3ab2,"The mental patient suffered confusion, what were his doctor's trying to decipher?",,mind,class,the meaning of life,war,opera
6f8397a430166fc2d00866eeec1ff62e,What could happen after you start family due to babies crying?,,stressed,regret,have sex,need more money,spend money
90226a6ecd7308ae1e6220a15ae24bc6,"The family wanted to live with carpeting, so where did they end up putting it?",,houses,istanbul,fireplace,gym,bedroom
d84ec585c07940021689e8abf1ccab27,What is someone likely to have after going into a trance?,,memory loss,mystical experience,confusion,sleepwalking,peacefulness
0033056483ba6423535f0d693d09c4cf,"His studying was going nowhere, he returned the dictionary to under the wobbly leg of the what?",,table,chair,library,classroom,shelf
56e8c96646ceda33c973d4f7da5944a8,"The house had expensive insurance, this was because the what had an established history of flooding?",,basement,residential area,kitchen,yard,living room
629f0241200ad76e018db1357c43a394,Where would you keep paper files you're currently working on?,,desk,filing cabinet,harddisk,drawer,computers
a46860030c7131a67fb6542e152bb6cc,People put sugar in what black beverage?,,coffee,neighbor's house,every home,container,cupboard
54d75bdd44467a27615453c300680288,If you have a punishing work schedule what may you experience?,,stress,hatred,heart attack,resentment,feel guilty
4f42203d7d08cac13514e28e68490fdb,"The employees were complaining about lack of air conditioning, so where did the boss decide to install it?",,offices,on the tables,movie theatre,car,house
aba0b2157aed944324f83dd882614ced,What do we feel when we run out of energy?,,weakness,fatigue,matter,deprived,mass
3f47cb3566460aff6f57bfd2fb916a72,Mildew is a type of fungus you most often find where?,,shower stall,toenails,mushroom,cave,basement
f8391e73eedb38e4422f43c609d2f36f,"Following a killing, what are the police likely to begin?",,investigation,man hunt,punishment,going to jail,retribution
4bc72d949e21d26a16ecc7c87fddcefd,What can a child do to quietly pass the time?,,read book,brood,become adult,ask questions,clean room
0880f3bd0ee24bfe166b1b00ac610f33,"They wanted to go on a road trip, they picked each highway to take them on their way across where?",,united states,atlas,countryside,between to cities,repairs
22fc65e05494387b91f06a371a352be8,"Though its intentions are for the people, freedom often finds itself cast aside under many historical examples of what?",,communism,slavery,evil,captivity,good
e648f0481d45fc5eb400c37118f25693,The religious man was explaining that his faith was something that only he could what?,,experience,dream,light way,belief,trust
de3e902c614555387120f1dcb8d4153d,"The blood was everywhere in the operating room, what were the surgeons operating on?",,person,soccer game,musle,vein,animals
9e271074ec4433ee4bc962cf98afb3a6,A cat is a carnivore which means they don't do what?,,eat vegetables,get wet,wool sweater,hunt prey,sharp claws
8f04e954c9fad4c464ef1373739f690e,"I am looking for a gift for someone I barely know, where do I look?",,department store,specialty store,christmas tree,lost and found,party
fa411c224fc48a5e400ac564b1ad4b03,"The membrane could be observed through magnification, it protected the what?",,cell,protect,filtration,animal,fresh egg
0e3a414880f248ca00844eba6c778732,"After getting a divorce, what is your marital status?",,being single,stressful,emotional distress,anguish,bad feelings
8375e53b318af3013ad50eabbf62cc94,Where would you get a keyboard if you do not have one?,,music store,office,school,classifieds,landfill
4ec2136a93d093ab760695e0b200534e,Where would you go if you wanted to buy clothes as well as other things?,,mall,house,closet,beach,clothing store
2f0ec63853e3d46875c3864c60cb5b0e,Where in Northern Europe would you find many canals?,,amsterdam,sydney,bridge,venice,michigan
fe2cf779b56fe3b9b352eccc7dd9bcc0,James needed a new lamp so he went where?,,store,house,bedroom,building,library
c1934461b0b541416651f87097eb8c24,Where is a master control likely to be in a technology company?,,main office,center,beach,manufacturing plant,basement
29e5bc8830b4672bb2f7e617c6f5d9eb,"If a person spends a lot of time hitting the bottle, what might he have?",,alcoholism,passing out,fist,breaking,ticket
0461e0d3b784651218f571e619ee9cf9,In a court what group passes a sentence?,,on jury,sure,arrive at conviction,judgemental,mom
5aef8dbaf0eaef3e3f38f063f48513a5,"Whenever I play chess, the other person seems to anticipate my moves, what can they do?",,think ahead,sneeze,winning,thinking,checking
685fa05afa60e092c737e710ac02e2d5,There was a large trash can in front of a building. What type of building might it be?,,hospital,parking lot,subway,gym,ground
2435c24d2b8d275f9844c8a19d2af111,If a person acts in a manner that embarrasses themselves and family their behavior is what?,,shameful,have no home,ridiculous,beautiful,restricted
7739f39c10a9f0638dca3ed609276b2f,What would cause someone to gain weight and be goingto bed early?,,pregnancy,drowsiness,sleeping in,insomnia,exercise
7a2451ad75f21a8bd6db259db4cdf9f8,What is the goal of the activities of students?,,better comprehension,pass exams,do well,amount to,read books
ec329b2e8ea7e8f35f776e6512e2ded4,"The twisted kidnapper laid out the deal, killing seemed to be the only way the victim could gain his what?",,freedom,sorrow,trust,bloody mess,pleasure
10929777f6c8a09ed39998610459f64d,Attending a lecture given by an expert will allow will lead to what?,,gaining knowledge,inspiration,drowsiness,getting bored,gain knowledge
e42a10ff3fb468ce7594e66279b4e213,"The boy had a lot of might, but he had something else, and the villain learned how to exploit his what?",,weakness,definitely,weak,wont,will
263b9a9a27c8a23f2d46008a9af9ccc9,What writing device uses an electric motor and has a keyboard?,,electric typewriter,electric fan,drum sander,electric refrigerator,electric locomotive
73f3f34462fc60d229b194580e7d1744,Most people won't always say what they mean.   They're twisty like that.  They want to avoid conflict. You have to use your brain if you want to understand.    What do most people due sometimes?,,lie,set table,think,read books,not speak
2493dc44998db263d203b440ba11e8f9,Where is a suitcase stored while a person travels by air?,,baggage compartment,movie,cargo hold,in a cockpit,taxi
437579f0669e62ab1a22ceef961f86dd,"A flask is a container can, it is made to hold what?",,liquid,fire,store,contain food,garage
5eeadcf78edd00cc22d35d3cc3ac11d2,"The shelf was irregularly shaped, where should it be placed to avoid sticking out in high-traffic areas?",,corner,school building,outside,wall,cabinet
da5af65e6f5fb20a88ff59d8d58d3375,Alexa wants to eat lunch  but she left her lunchbox and wallet at home.  John gives her a twenty so that she can go out and do what?,,buy food,borrow food,have food,prepare food,get food
bccbab094de63f0e1b2acc4f2425132e,Jamie started fiddling when she was 13. It was an exciting thing for her.  She'd never played an instrument before and was thrilled.  What might have been thrilling for her?,,discovery,dancing about,being happy,snapped fiddle string.,square dancing
fb717ba1fc07b0431020adc591bf1b48,Where would you put a ticket?,,person's hand,amusement park,movie,train station,baseball stadium
6d8e81c4401c85f630a7e0675be4c3d0,What does a Christian do when they get what they needed?,,thank god,cross street,give thanks,promise to do,catch cold
9d4b96bd5829d9a63355d0e03176336a,The women were scantily clad but did their jobs well.  It was easy to use sex to do what?,,sell beer,cost money,feel good,last hour,sell candy
6283fe03e0930d060c3e6ad16d6ef63a,Where do you get served alcohol in a mug?,,bar,juice bar,cabinet,store,cupboard
1ed5dcb35c94ff577415cf547f0a1cb7,"I knew a person who hated hospitals, so when she was in her last days what was her wish?",,die at home,thank god,climb tree,love objects,climb stairs
2b4492101f5d1ed83c43e10b407b03c7,What do people do if they do not like each other?,,part company,believe in god,sing together,go swimming,commit crimes
e3be9d75b3ae4e83645dd43941ceefc8,Joe had a key to a rented locker at what type of place?,,bus depot,at hotel,own home,pocket,idea
81fa4601424f4522dc31ff129f8bc57e,What is often the purpose of a shopping basket?,,shop,grocery store,carrying goods,to hold onto,supermarkets
f84b13106269a75fdce00db0174d90a3,"If want to drink something politely, what vessel should I use?",,use glass,open mouth,eat first,buy alcohol,coffee mug
e2d8d18dc435f892fe6e536294aebb95,"Sam examined the thing closely.  He was interested in it, and he wanted to do what?",,learn more about,interesting,interests,complex,go to bed
dcd122ca9d94e06ed3f86d39ef5fbe8c,If you playing baseball and you miss a swing it is called what?,,strikes,injury,agony,sore muscles,pain
0bba71d3b150aa7946d26674a85c6b71,What country currently contains the river danube?,,bulgaria,yugoslavia,austria,nile,czechoslovakia
d4dd9ae89485e6bfec7b92b6044d6338,What was used to cut through royal necks in the French Revolution?,,guillotine,knives,shoulder,giblets,bottle
5f7a546db27bb47154f713c65585c710,"The student was having difficulty finding information in the book, so he raise his hand and began to what?",,ask questions,learn,turn pages,death,go to school
ad2fc6215c179ab6a880ee6c3e2f4b62,"James and Ruth were getting a divorce.  It was amicable, but it wasn't happy.  There was a lot of what emotion?",,sadness,bitterness,depression,pain,anguish
b3ba8b152fa8a6f0ba02c554ef895a94,Danny thought about fixing up his floor and making it look good. What might he use to do what?,,carpet,chair,table,bed,desk
c699ea763f17fc6ff42f2ac63aadf82a,Where could you find a tennis game?,,park,field with tennis court,match,progress,highschool
d13185ac565811fbc972b9214e2fd76e,Where might a person go if they need urgent care for a wound?,,emergency room,body,injury,patient,hospital
c7c41a407d2ffa2fab05fb3f23dbc64f,"If something is dull, what would it be after you fixed it?",,sharp,bright,exciting,interesting,intelligent
1598ae31996d2743583f2843a7d3b44c,"He really enjoyed the restaurant, when he got home he gave it what?",,good review,own house,loyal friends,fever,with cat
6fb62d0fc82b3e0c6926022a309d4504,"Greg couldn't pay the cash advance fee, and thus was dinged for what?",,late payment,going backward,retreat,late payment,basic
378bf19e4e201aa8ceb8b0ab43a449a3,"If you started killing people for no reason, what are you likely to lack?",,feelings of guilt,prison sentence,going to jail,die,hunger
e3f378552c854b712872d203baa69099,What could happen after relaxing for a long time by not doing anything?,,falling asleep,shut eyes,listening to music,reading,shut eyes
5c038cba6609c2b88b2499cfbb7e8705,If a beautiful person sprays you with a hose what will you be?,,wet,cold,dull,bad,rainy
0dd203b1dafe4524cf2ca92989e773bb,"The man was watching TV instead of talking to his wife, what is he avoiding?",,arguments,get fat,entertainment,wasting time,quality time
ff6cdcd5e19de81680a2394963be8010,The woman could not see her small dog but she could hear it where is it likely to be?,,neighbor's yard,tree,basket,manhattan apartment,fridge
900c51c68a06ed3eb71781002c8559df,Joe loved the smell of the food on their plates.  It really made his what flutter?,,stomach,heart,restaurant,table,shelf
3eba8ebd4180eb1a6695bfd6b3e0ed6c,"Stress can affect your mood, sometimes even leading to what?",,depression,headache,high blood pressure,fatigue,heart attacks
fe17493aeda594569f4501f51ec67fc2,All humans store urine in what organ?,,bladders,feelings,names,naval,bladders
78790e61f1fd2a542d8bf0dd6ce95aae,Where do people go to pray?,,go to church,kneel,ground,ignorance,speak to god
82a9145acc4e52fb221f2e4cfae8e52b,"She considered a wig, her hair had begun to what up top?",,thin out,composted,curl,worn free,fall out
e2758adac48e94951968fbf55629d333,Colorado became one of the first to legalize recreational marijuana in the what?,,united states,mexico,america,texas,arizona
c169b6ab80ceac3d13646b01b75efb82,Where in a building would you play a board game?,,den,shelf,cupboard,shower,house
b19a1f257276ca969f60da5c5b180b52,"The man needed to visit the shopping arcade but wanted to avoid crowds, where did he go?",,town,busy city,shopping mall,canada,high street
451aca3e8f1e4fb053ba2eecf70b7dd5,"The small dog looked longingly into the warm home and laughing family, what did it want?",,own house,own home,cold room,suburb,nursing home
fa9ad88b78aa1272809a8af6a497b579,"They were surprised that he enjoy rap, but he explained that every genre has what?",,good music,classical,country music,hip hop,rock
7560375068a01ad92521e4b0a02de34b,What is the largest group of books in North America?,,library of congress,desk,school house,closet,classroom
4c03e6b7b6ae4b504ea0888b2902f395,Where is a stereotypical place you would find police?,,donut shop,town,wrong place,station,direct traffic
4bb532253eb9059580aada6f4108afc2,Where do you keep more than one drop of blood?,,test tube,person,human body,battlefield,doctor
6634865fbcf5918f270f51266471a005,A worker who never makes much money or status will what?,,labor in vain,case things,desire to advance,keep busy,try harder
53f3ea96df9737a843609444d9cf9bd3,"Jack saw little point to communicating beyond the basics.  To him, it was just a means to do what?",,exchange information,go swimming,making friends,people to think,confusion
2ae8799d0742baf833d2968609034a01,She would only buy things on sale as to what?,,save money,selling,get money,steal,spend money
4f94ac123435f41bdfe2c0650087b4e1,What might someone shout when he or she is frustrated?,,devil,mortal,satan,heaven,angel
1d8b598fac27504b182b85ab6f543a89,What divider is found in a house that has couches and chairs in it?,,living room,street,binder,notebook,office suite
8b19f5d2b1eb2f51524497bdd1a48134,Wood framing is the skeleton for what?,,building,closet,ship,foundation,aircraft
a04b3a881086f3e15073f5721b726ed1,"Rather than fly out for his vacation he decided to take bus, this was a great way of what?",,saving money,sitting down,making soup,live near bus stop,sit down
703899ad940402e7c9a1b8dbed2ad78d,"There were countless items there a kid would love, but all he wanted was the toy balloon at the what?",,toy store,flower shop,playground,parade,circus
e0022a3d1a91c7562149db451f024a03,"Though never finishing high school, why did she like reading?",,further education,free mind,better one's mind,further knowledge,open minded
2bf6678006a8f1377d0af0d988ca341b,Where is the most plumbing in a house likely to be found?,,bathroom,oil refineries,underground,wall,kitchen
4b35b9aa85643ef0ecfa011123c5d171,"While moving the antique a wooden rod fell out, but since it was just part of the chimes what was still functional?",,old clock,hardware store,broom closet,puzzle,old houses
a8b9522f48ccb7585566d2b822799f46,Where can you find a rubber shark as a villain?,,bad movie,museum,outside,sea world,marine museum
49319b9894415363f2963681d351f2ff,"He said he also wanted in, he threatened to tattle what?",,otherwise,differently,mere,only,anyway
31f1da04c858641c5f7dcce1fb3c2bef,Where are horses found in fields?,,countryside,field,kept in barn stalls,race track,fair
95b811c672d18ab87d9d9c8823e282de,What type of building is a bank?,,financial center,main street,secure place,pool of currency,grocery store
6d46032e77fb1690c252ea8e44c3fea3,"If I can feel material, then where am I generally speaking?",,physical world,fabric store,anything,attic,science lab
61777646d083e9e9c8c58a5367696cb0,Where would you find food packaged in MRE's?,,military base,fairgrounds,picnic,neighbor's house,supermarket
19ca59c0e5f22bf77af0d592cef49939,Where could you find a library that only people of a certain age usually visit?,,school,house,college,kindergarden,downtown
ed67f3d3230c0aaf512eeb9cac6ceb25,"Jill walks to the second floor and sits in her cubicle, where is she?",,office building,house,hotel,school,a chair
3fafe0f722c3363a124b4148d0eae06a,What is a heat source that can be obtained for free?,,solar energy,bedroom,fire,car,gasoline
94c1474c2438654559d45149a9bec8eb,"A traveler from Atlanta wants to meet friends in Hong Kong, so he drives where?",,airport,car,bus stop,subway,skateboard
1f82846b0d570f81fe3461baa64b4eb9,"Doctors gave sedative to the patient complaining of pain, what did he say afterwards?",,feels good,enjoyment,good sometimes,immobilize,good feeling
4aff171205599fffc70a1f28ec8e8365,Where could you buy an old pie safe with decorative tin?,,antique store,shopping bag,trash,landfill,cupboard
1a35dbaa8237e302ca68b6ee64faf431,Where would you buy an icebox built a hundred years ago?,,antique store,kitchen,junk yard,walmart,homes
20d34de64c9ea624c331cd64ead15f03,"A person is traveling to find fine carpeting, where might they go?",,istanbul,roon,home or office,rood,cub
e1cc4e185fcdd5fe089da196a0962024,Where does a well known fox movie take place?,,tennessee,hen house,together,inside joke,grassy field
3a9735be7f530132ed078bab48312c01,What part of a an area would a disco be found in?,,town,rio de janeiro,hotel,germany,club
03c73191b50fcd6044468b28a37cfc57,He leaned the beam over the flooded gap to create a makeshift what?,,bridge,warehouse,metal shop,shop,new construction
72ac724431b9bc3cc3b3436851c3f3d6,"When James flew to see his sister across the country, the first thing he looked for was a bar.   Where might Jame's sister have lived?",,michigan,airport,salon,nightclub,public house
7c67ad88467380f15575908e70cbbaf3,In what environment would you expect to find a shark?,,deep ocean,sea world,maritime museum,pet store,great barrier reef
b3753e468f32421590e9e1aad0256b08,What is the opposite of progressive?,,regressive,conservative,reactionary,stable,non progressive
abf75c0a4a6e4bde2c62507a58a3b6bb,What is someone likely hoping to gain from learning?,,more knowledge,teacher,dysfunction,intelligence,know more
39513589a9eb8e76f8db2bb4354bca49,"If a person accidentally harms another person, what happens to them?",,feel ashamed,live happily,work at home,catch cold,throw a party
36a9c042c6f2109be696367273c2146c,There are hundreds of bars and eateries in what east coast metropolis?,,new york city,jail,michigan,nightclub,restaurant
0d3d8c18065e16c174060caafbcd6930,Where could a bee die due to lack of oxygen?,,trash can,field of flowers,rose garden,bouquet of flowers,green house
b101aada7e971969e2c426aa61d3240f,What do you do to get ready to compete in body building?,,train,smart,sign up,good at,start
cf6b9bbf14fc856013e06808921dd067,"She was not lying intentionally, but she had a powerful what?",,imagination,duplicitous,dishonesty,poker face,deceitful
9b45fd2489eef46ca360b32e73984aee,What could have space for some food?,,jar,universe,suitcase,stomech,box
08a5fd70929a9bdf0ebecf4a6daabd16,What must someone purchase if they plan on going to a play?,,tickets,having ticket,patience,time,a hat
9df4bf3adc5460cfd54c5a62a0adf0a6,Where do you wait in a reception area to get a key?,,motel,hospital,law firm,office building,gym
f323462c466e4d236b8cc2590659fed0,"A good habit each morning is eating breakfast, but not too much, because then I'd be guilty of what?",,overeating,starving,heartburn,gas,being satisfied
331b19e635ee517762759370e6a0eaea,"I was creating art, what would be my end product?",,work of art,controversy,communication,feeling of accomplishment,strong emotion
b32ef33d2ae990fce1c4068b92350bd6,Cats always tickle me with their?,,whiskers,purring,four paws,four legs,two eyes
eb8764a09397366e54451ef31ad4fd8f,What do all people have at first but later might not have?,,parents,mentality,feelings,muscles,brains
d0fdf6157080047f138bfdda94bee152,When experiencing loneliness who would be a good person to see?,,meet friend,socialize,make people laugh,make friends,get fight
f0688321aea00aa8b3bba7ae0b8d8d11,What could you do to a river when you go fishing?,,wade in,buy bait,catch fish,drop fish,catching fish
