id,question,concept,answer1,answer2
1764,"Jeffrey has to take insulin for their diabetes, but Joel doesn't have that problem. That's because _ barely eats sugar.",,Joel,Jeffrey
1765,"Jeffrey has to take insulin for their diabetes, but Joel doesn't have that problem. That's because _ excessively eats sugar.",,Jeffrey,Joel
1766,The creams worked better for Benjamin than they did for Kenneth because _ was bad about applying them regularly.,,Kenneth,Benjamin
1767,The creams worked better for Benjamin than they did for Kenneth because _ was better about applying them regularly.,,Benjamin,Kenneth
1768,john cannot use the rake to clear the debris and they pass through the holes between the prong. The _ are tiny.,,debris,holes
1769,john cannot use the rake to clear the debris and they pass through the holes between the prong. The _ are wide..,,holes,debris
1770,"At the end of the year, Christine realized why she failed while Mary got A's; _ failed to resist play over studying.",,Christine,Mary
1771,"At the end of the year, Christine realized why she failed while Mary got A's; _ managed to resist play over studying.",,Mary,Christine
1772,"She decided to learn to play the harp and the trumpet, as the _ was so beautiful.",,harp,trumpet
1773,"She decided to learn to play the harp and the trumpet, as the _ was jazzy.",,trumpet,harp
1774,Arby prefers to go to a community college rather than a university because the _ is more stressful.,,university,community college
1775,Arby prefers to go to a community college rather than a university because the _ is more laid back.,,community college,university
1776,Kayla fit into a size six shoe while Tanya did not because _ has large feet.,,Tanya,Kayla
1777,Kayla fit into a size six shoe while Tanya did not because _ has small feet.,,Kayla,Tanya
1778,Craig came over to Logan's house and helped him get stains out of his carpet.  _ was grateful.,,Logan,Craig
1779,Craig came over to Logan's house and helped him get stains out of his carpet.  _ was generous.,,Craig,Logan
1780,Kayla decided to trim their hair but Monica did not as _ had very long hair.,,Kayla,Monica
1781,Kayla decided to trim their hair but Monica did not as _ had very short hair.,,Monica,Kayla
1782,"During the winter season, Angela fed their horse much more than Sarah. _ had an skinny horse.",,Sarah,Angela
1783,"During the winter season, Angela fed their horse much more than Sarah. _ had an obese horse.",,Angela,Sarah
1784,George did the concrete driveway before doing a concrete foundation because doing a _ was more advanced.,,foundation,driveway
1785,George did the concrete driveway before doing a concrete foundation because doing a _ was more elementary.,,driveway,foundation
1786,"Their relationship soured in the country, but rejuvenated in the city, since the _ was such an invigorating atmosphere for them.",,city,country
1787,"Their relationship soured in the country, but rejuvenated in the city, since the _ was such an unmotivating atmosphere for them.",,country,city
1788,The floor was much more slippery than the carpet because the _ had more friction.,,carpet,floor
1789,The floor was much more slippery than the carpet because the _ had less friction.,,floor,carpet
1790,The rules of seven card stud were tougher to understand than five card draw. _ is the more complex game.,,seven card stud,five card draw
1791,The rules of seven card stud were tougher to understand than five card draw. _ is the more simple game.,,five card draw,seven card stud
1792,"Steven wanted to practice speed reading with Benjamin, so _ invited him over after school.",,Steven,Benjamin
1793,"Steven wanted to practice speed reading with Benjamin, but _ already had plans after school.",,Benjamin,Steven
1794,The meditation center replaced the wood on the floor with foam since the _ was agreeable for concentration.,,foam,wood
1795,The meditation center replaced the wood on the floor with foam since the _ was uncomfortable for concentration.,,wood,foam
1796,You could smell Adam but not Joseph because _ put on extra deodorant before leaving the house.,,Joseph,Adam
1797,You could smell Adam but not Joseph because _ did not put on deodorant before leaving the house.,,Adam,Joseph
1798,The fingernails of Steven grow faster than those of Randy because _ eats a lot more food.,,Steven,Randy
1799,The fingernails of Steven grow faster than those of Randy because _ eats a lot less food.,,Randy,Steven
1800,"i wear skirts best  in the hot climate and temperatures, the _ are short.",,skirt,temperatures
1801,"i wear skirts best  in the hot climate and temperatures, the _ are hot.",,temperatures,skirt
1802,Hunter wanted to avoid Randy because of  broken heart theatrics because _ was melodramatic.,,Randy,Hunter
1803,Hunter wanted to avoid Randy because of  broken heart theatrics because _ was unsympathetic.,,Hunter,Randy
1804,Mary had an easier time cleaning LEGOs than Patricia because _  didn't enjoy cleaning small pieces.,,Patricia,Mary
1805,Mary had an easier time cleaning LEGOs than Patricia because _ enjoyed cleaning small pieces.,,Mary,Patricia
1806,Laura was playing a long game of chess when Tanya yelled checkmate in happiness. _ lost the game.,,Laura,Tanya
1807,Laura was playing a long game of chess when Tanya yelled checkmate in happiness. _ won the game.,,Tanya,Laura
1808,"When Benjamin had his wages garnished, Steven helped him, so the boss gave _ a pay hike.",,Steven,Benjamin
1809,"When Benjamin had his wages garnished, Steven gossiped, so the boss gave _ a pay hike.",,Benjamin,Steven
1810,"Benjamin had a terrible temper, and often took it out on Justin, because _ was a weak person.",,Justin,Benjamin
1811,"Benjamin had a terrible temper, and often took it out on Justin, because _ was a cruel person.",,Benjamin,Justin
1812,William liked to drink energy drinks. Leslie said he preferred black coffee. _ liked bitter coffee.,,Leslie,William
1813,William liked to drink energy drinks. Leslie said he preferred black coffee. _ didn't like bitter coffee.,,William,Leslie
1814,"Hunter caused a lot of pain because of the fight with Justin, so _ had to take a lot of Advil.",,Justin,Hunter
1815,"Hunter was in a lot of pain because of the fight with Justin, so _ had to take a lot of Advil.",,Hunter,Justin
1816,"When the tank needed to be cleaned, Betty left so Maria would have to do it. _ felt imposed upon.",,Maria,Betty
1817,"When the tank needed to be cleaned, Betty left so Maria would have to do it. _ felt sneaky.",,Betty,Maria
1818,"The toilet clogged easily but the sink rarely did, as the _ was really old.",,toilet,sink
1819,"The toilet clogged easily but the sink rarely did, as the _ was brand new.",,sink,toilet
1820,"The carrots burned on the grill, but the tomatoes were okay, because the _ were drier.",,carrots,tomatoes
1821,"The carrots burned on the grill, but the tomatoes were okay, because the _ were wetter.",,tomatoes,carrots
1822,"When Ricky went to soccer practice, he broke his shin guards, though his shoes were just fine, so the _ were made weakly.",,shin guards,shoes
1823,"When Ricky went to soccer practice, he broke his shin guards, though his shoes were just fine, so the _ were made to last.",,shoes,shin guards
1824,"Robert gave rose clippings to Jason but they did not grow, since _ was bad at growing rose bushes.",,Jason,Robert
1825,"Robert gave rose clippings to Jason but they did not grow, since _ was good at growing rose bushes.",,Robert,Jason
1826,"Before joining the military, Sarah told Kayla about what to expect before deployment so _ didn't have to worry.",,Kayla,Sarah
1827,"Before joining the military, Sarah told Kayla about what to expect before deployment so _ didn't feel guilty.",,Sarah,Kayla
1828,Outdoor exercise was important for Leslie but not to Jason. _ always tried to get vitamin D from nature.,,Leslie,Jason
1829,Outdoor exercise was important for Leslie but not to Jason. _ always tried to get vitamin D from a supplement.,,Jason,Leslie
1830,Derrick plays basketball weekly unlike Robert so _ had quicker reflexes getting the ball in a pickup game.,,Derrick,Robert
1831,Derrick plays basketball weekly unlike Robert so _ had slower reflexes getting the ball in a pickup game.,,Robert,Derrick
1832,His parents hated that Ben loved cakes and apples. He decided to cut the _ from his diet to be unhealthy.,,apples,cakes
1833,His parents hated that Ben loved cakes and apples. He decided to cut the _ from his diet to be healthy.,,cakes,apples
1834,"Megan loved animals but Jennifer did not, so  _ did not smile when she saw the puppy.",,Jennifer,Megan
1835,"Megan loved animals but Jennifer did not, so only _ would smile when she saw the puppy.",,Megan,Jennifer
1836,"Samantha learned how to swim at a young age but Betty never learned how, so _ didn't need to wear a life jacket.",,Samantha,Betty
1837,"Samantha learned how to swim at a young age but Betty never learned how, so _ put on a life jacket.",,Betty,Samantha
1838,"She wanted a fountain pen but bought a rollerball pen instead, because the _ is more expensive.",,fountain pen,rollerball pen
1839,"She wanted a fountain pen but bought a rollerball pen instead, because the _ is less expensive.",,rollerball pen,fountain pen
1840,The thief walked silently into the house and tripped over the rope after passing the brick because the _ was invisible.,,rope,brick
1841,The thief walked silently into the house and tripped over the rope after passing the brick because the _ was obvious.,,brick,rope
1842,Katrina was really crazy about Christine all these years because _ couldn't control their emotions.,,Katrina,Christine
1843,Katrina was really crazy about Christine all these years because _ couldn't control looking gorgeous.,,Christine,Katrina
1844,The bandage he bought to cover the burn could not fit because the _ was too big.,,burn,bandage
1845,The bandage he bought to cover the burn could not fit because the _ was too small.,,bandage,burn
1846,"Brian has recently hurt Dennis and lost his trust and now wants to regain his trust, because _ feels sad.",,Dennis,Brian
1847,"Brian has recently hurt Dennis and lost his trust and now wants to regain his trust, because _ regrets his actions.",,Brian,Dennis
1848,Victoria needed to prepare Samantha for the big news but _ couldn't be found outside.,,Samantha,Victoria
1849,Victoria needed to prepare Samantha for the big news but _ forgot what it was.,,Victoria,Samantha
1850,Michael asked Jeffrey if the company had ever been accused of discrimination because _ wanted to know.,,Michael,Jeffrey
1851,Michael asked Jeffrey if the company had ever been accused of discrimination but _ did not know.,,Jeffrey,Michael
1852,The birdcage was cleaner than the dog kennel because the _ was used more often.,,kennel,birdcage
1853,The birdcage was dirtier than the dog kennel because the _ was used more often.,,birdcage,kennel
1854,"She was able to finish the stew, but threw away the rice, because the _ had been cooked perfectly.",,stew,rice
1855,"She was able to finish the stew, but threw away the rice, because the _ had been cooked incorrectly.",,rice,stew
1856,Jake ate the cake instead of the pie because there was more sugar in the _ .,,pie,cake
1857,Jake ate the cake instead of the pie because there was less sugar in the _ .,,cake,pie
1858,"In Mike's garden, the mint is growing better than the arugula, so the _ is likely getting sufficient sunlight.",,mint,arugula
1859,"In Mike's garden, the mint is growing better than the arugula, so the _ is likely getting insufficient sunlight.",,arugula,mint
1860,Megan had to buy puppy training pads but not Katrina because _ had an outdoor dog.,,Katrina,Megan
1861,Megan had to buy puppy training pads but not Katrina because _ had an indoor dog.,,Megan,Katrina
1862,"The doctor told Joel that he needed to quit smoking, whereas William didn't need to, due to _ being a casual smoker.",,William,Joel
1863,"The doctor told Joel that he needed to quit smoking, whereas William didn't need to, due to _ being a chain smoker.",,Joel,William
1864,"David was a teenager who had just gotten his first car which had nice leather seats, David was careless sitting down and damaged the _ .",,seats,car
1865,"David was a teenager who had just gotten his first car which had nice leather seatsr, David was careless driving and damaged the _ .",,car,seats
1866,Nelson was scheduled to retire from their position at the company before Eric because _ was younger.,,Eric,Nelson
1867,Nelson was scheduled to retire from their position at the company before Eric because _ was older.,,Nelson,Eric
1868,Michael had such a simple life compared to Steven because _ came from a poor family.,,Steven,Michael
1869,Michael had such a simple life compared to Steven because _ came from a rich family.,,Michael,Steven
1870,The ears were pierced last Saturday with the hole puncher and not clipper as the _ was dirty.,,clipper,hole puncher
1871,The ears were pierced last Saturday with the hole puncher and not clipper as the _ was sterile.,,hole puncher,clipper
1872,"Adam politely asked Ryan to reach the book on the top shelf, because _ was very short.",,Adam,Ryan
1873,"Adam politely asked Ryan to reach the book on the top shelf, because _ was not as short.",,Ryan,Adam
1874,"Christopher practiced fire safety and Derrick did not, so _ remained calm when the fire alarm at the office building went off.",,Christopher,Derrick
1875,"Christopher practiced fire safety and Derrick did not, so _ freaked out when the fire alarm at the office building went off.",,Derrick,Christopher
1876,Steven spent years learning to play the piano while Kyle learned in a week. _ was a superior student.,,Kyle,Steven
1877,Steven spent years learning to play the piano while Kyle learned in a week. _ was an average student.,,Steven,Kyle
1878,Jill dropped her ice cream onto her wide sailor pants and decided to put on jeans. She needed to put on different leggings because the _ are clean.,,jeans,sailor pants
1879,Jill dropped her ice cream onto her wide sailor pants and decided to put on jeans. She needed to put on different leggings because the _ are dirty.,,sailor pants,jeans
1880,Robert has to stock up on diapers and wipes even though Ian doesn't because _ just added a baby to their household.,,Robert,Ian
1881,Robert has to stock up on diapers and wipes even though Ian doesn't because _ didn't just add a baby to their household.,,Ian,Robert
1882,Justin provided thorough and concise legal advice for Christopher in their office because _ was an attorney.,,Justin,Christopher
1883,Justin provided thorough and concise legal advice for Christopher in their office because _ needed an attorney.,,Christopher,Justin
1884,There was more hair on the floor in the bedroom than in the bathroom because the woman brushed her hair in the _ .,,bedroom,bathroom
1885,There was less hair on the floor in the bedroom than in the bathroom because the woman brushed her hair in the _ .,,bathroom,bedroom
1886,Michael bought the goldfish for Craig to feed to his arowanas. _ had too little money to pay for them.,,Craig,Michael
1887,Michael bought the goldfish for Craig to feed to his arowanas. _ had enough money to pay for them.,,Michael,Craig
1888,Victoria uses more oil when frying chicken than Maria because _ cares too much about cholesterol.,,Maria,Victoria
1889,Victoria uses more oil when frying chicken than Maria because _ doesn't care about cholesterol.,,Victoria,Maria
1890,There were many more orchids than daisies in the flower garden because the _ were fertile  season.,,orchids,daisies
1891,There were many more orchids than daisies in the flower garden because the _ were infertile  season.,,daisies,orchids
1892,The bully stole my shirt and left my hat because the _ was worth more money.,,shirt,hat
1893,The bully stole my shirt and left my hat because the _ was worth less money.,,hat,shirt
1894,"Jeffrey played with the slime, but Dennis didn't, because _ hates getting their hands dirty.",,Dennis,Jeffrey
1895,"Jeffrey played with the slime, but Dennis didn't, because _ doesn't mind getting their hands dirty.",,Jeffrey,Dennis
1896,Donald's hearing was far better than Christopher's because _ had been around loud noises his whole life.,,Christopher,Donald
1897,Donald's hearing was far worse than Christopher's because _ had been around loud noises his whole life.,,Donald,Christopher
1898,Nelson was on a mission to ruin Michael 's career because _ had slighted him in the past.,,Michael,Nelson
1899,Nelson was on a mission to ruin Michael 's career because _ had a very petty personality.,,Nelson,Michael
1900,Erin fainted when there was blood to be seen so when Lindsey was bleeding _ hid it.,,Lindsey,Erin
1901,Erin fainted when there was blood to be seen so when Lindsey was bleeding _ didn't look.,,Erin,Lindsey
1902,Justin won many more races than Jason was able to win because _ had shorter legs.,,Jason,Justin
1903,Justin won many more races than Jason was able to win because _ had longer legs.,,Justin,Jason
1904,He liked the bark on the maple tree and not the pine tree because the _ was rough.,,pine tree,maple tree
1905,He liked the bark on the maple tree and not the pine tree because the _ was smooth.,,maple tree,pine tree
1906,"Annie put thought into what gifts to bring to the wedding, bringing a tea kettle and a cast iron skillet. The _ was very shiny.",,kettle,skillet
1907,"Annie put thought into what gifts to bring to the wedding, bringing a tea kettle and a cast iron skillet. The _ was very dull.",,skillet,kettle
1908,The plants do not grow because too much was planted at a spot. The _ is too small.,,spot,plant
1909,The plants do not grow because too much was planted at a spot. The _ is too big.,,plant,spot
1910,"Since Craig's dog was sick and in need of a veterinarian while Kevin's was healthy and energetic, _ took their dog to the park.",,Kevin,Craig
1911,"Since Craig's dog was sick and in need of a veterinarian while Kevin's was healthy and energetic, _ took their dog to the animal hospital.",,Craig,Kevin
1912,Carrie regretted Samantha visiting her while she was sick at home as _ now had the same fever and a runny nose just like her friend.,,Samantha,Carrie
1913,Carrie regretted visiting Samantha while she was sick at home as _ now had the same fever and a runny nose just like her friend.,,Carrie,Samantha
1914,Bill poured the bag of green apple into the white bowl until the _ was completely empty.,,bag,bowl
1915,Bill poured the bag of green apple into the white bowl until the _ was completely full.,,bowl,bag
1916,"Because Emily had strep throat but Kayla had a cold, _ was given no prescription medications by the doctor.",,Kayla,Emily
1917,"Because Emily had strep throat but Kayla had a cold, _ was given antibiotics by the doctor.",,Emily,Kayla
1918,Adam told Donald about how he liked to drive fast in the rain.  _ was worried for him.,,Donald,Adam
1919,Adam told Donald about how he liked to drive fast in the rain.  _ was reckless.,,Adam,Donald
1920,Emily took a shorter time to work on the engine than Cynthia because _ was not familiar with cars.,,Cynthia,Emily
1921,Emily took a longer time to work on the engine than Cynthia because _ was not familiar with cars.,,Emily,Cynthia
1922,"Victoria was able to drink milk unlike Elena, by reason that _ was very allergic to dairy.",,Elena,Victoria
1923,"Victoria was unable to drink milk unlike Elena, by reason that _ was very allergic to dairy.",,Victoria,Elena
1924,"Mary put the unused furniture in the den before decorating the dining room, because the _ would be seen during the party.",,dining room,den
1925,"Mary put the unused furniture in the den before decorating the dining room, because the _ would not be used during the party.",,den,dining room
1926,The pet duck of Rachel is sadder than the one that Kayla owns. _ is a bad caretaker of animals.,,Rachel,Kayla
1927,The pet duck of Rachel is sadder than the one that Kayla owns. _ is a good caretaker of animals.,,Kayla,Rachel
1928,The signs that were on the corner below the lights flew off in the hurricane. The _ were heavy.,,lights,signs
1929,The signs that were on the corner below the lights flew off in the hurricane. The _ were light.,,signs,lights
1930,The circle drawn around the letters did not cover the entire letters because the _ is too much.,,letter,circle
1931,The circle drawn around the letters did not cover the entire letters because the _ is too small.,,circle,letter
1932,"Jeffrey tried to scrub the stain out of the wood with a cloth, but the _ was just too messy.",,wood,cloth
1933,"Jeffrey tried to scrub the stain out of the wood with a cloth, but the _ was just too soft.",,cloth,wood
1934,Cynthia decided to hire Sarah to create a new logo for her company because _ was a professional designer.,,Sarah,Cynthia
1935,Cynthia decided to hire Sarah to create a new logo for her company because _ needed a professional designer.,,Cynthia,Sarah
1936,Brett was told by Dennis that they had anemia so _ spent time asking questions to the other about supplements.,,Brett,Dennis
1937,Brett was told by Dennis that they had anemia so _ spent time answering questions to the other about supplements.,,Dennis,Brett
1938,Kyle was rarely in the kitchen while Hunter constantly was because _ hated to cook.,,Kyle,Hunter
1939,Kyle was rarely in the kitchen while Hunter constantly was because _ loved to cook.,,Hunter,Kyle
1940,Erin was more ready for the situation than Felicia so _ didn't have to prevent distractions.,,Erin,Felicia
1941,Erin was more ready for the situation than Felicia so _ needed to prevent distractions.,,Felicia,Erin
1942,Patrick took on an assertive attitude instead of a passive one because the _ people always lost.,,passive,assertive
1943,Patrick took on an assertive attitude instead of a passive one because the _ people always won.,,assertive,passive
1944,"Neil brought peanuts to the party but Justin brought balloons, _ was aware of food allergies.",,Justin,Neil
1945,"Neil brought peanuts to the party but Justin brought balloons, _ was unaware of food allergies.",,Neil,Justin
1946,"Nathan tried to improve his credit by paying his loan on time and earning more at his job, but the _ paid little.",,job,loan
1947,"Nathan tried to improve his credit by paying his loan on time and earning more at his job, but the _ had high interest.",,loan,job
1948,It took the food ten additional minutes to cook over the flame because the _ is little.,,flame,food
1949,It took the food ten additional minutes to cook over the flame because the _ is too much.,,food,flame
1950,"They bought the kitchen table instead of the coffee table, because the _ was too short.",,coffee table,kitchen table
1951,"They bought the kitchen table instead of the coffee table, because the _ was tall enough.",,kitchen table,coffee table
1952,The sidewalk was made of bricks while the driveway was made of poured concrete. The _ was more smooth to ride on.,,driveway,sidewalk
1953,The sidewalk was made of bricks while the driveway was made of poured concrete. The _ was more bumpy to ride on.,,sidewalk,driveway
1954,Laura asked Elena to help choose their new curtains because _  was an interior designer.,,Elena,Laura
1955,Laura asked Elena to help choose their new curtains because _ was new to interior design.,,Laura,Elena
1956,The teacher was sympathetic towards Joel but not Leslie because _ was ill-prepared for the exam.,,Leslie,Joel
1957,The teacher was sympathetic towards Joel but not Leslie because _ was well-prepared for the exam.,,Joel,Leslie
1958,"Kayla was having trouble with Bedwetting but Victoria wasn't, so _ bought some silk sheets.",,Victoria,Kayla
1959,"Kayla was having trouble with Bedwetting but Victoria wasn't, so _ bought some rubber sheets.",,Kayla,Victoria
1960,"To increase his libido, Joe tried to get a gym membership and tried to eat vegan food but the _ was too much.",,membership,food
1961,"To increase his libido, Joe tried to get a gym membership and tried to eat vegan food but the _ was not enough.",,food,membership
1962,"Nelson beat out William for the lead in the school play, because _ had a better musical voice.",,Nelson,William
1963,"Nelson beat out William for the lead in the school play, because _ had a worse musical voice.",,William,Nelson
1964,Logan watched rugby while Matthew watched golf for the reason that _ liked sports with very little physical contact.,,Matthew,Logan
1965,Logan watched rugby while Matthew watched golf for the reason that _ liked sports with a lot of physical contact.,,Logan,Matthew
1966,"I had a difficult time with the levels in the game and not the mini games, because the _ were so easy.",,games,levels
1967,"I had a difficult time with the levels in the game and not the mini games, because the _ were so hard.",,levels,games
1968,Jeffrey took the time to caulk their windows but Robert didn't bother. _ saw their electric bill increase.,,Robert,Jeffrey
1969,Jeffrey took the time to caulk their windows but Robert didn't bother. _ saw their electric bill decrease.,,Jeffrey,Robert
1970,Derrick graduated from nursing school with better grades than Benjamin because _ attended class regularly.,,Derrick,Benjamin
1971,Derrick graduated from nursing school with better grades than Benjamin because _ skipped class regularly.,,Benjamin,Derrick
1972,Kevin smiled to Robert at the wedding party even though _ received a backhanded compliment.,,Kevin,Robert
1973,Kevin smiled to Robert at the wedding party even though _ gave him a backhanded compliment.,,Robert,Kevin
1974,"Amy wanted to add false eyelashes to her real eyelashes, because the _ were trendy.",,false eyelashes,real eyelashes
1975,"Amy wanted to add false eyelashes to her real eyelashes, because the _ were old.",,real eyelashes,false eyelashes
1976,The message sent by email arrived after the one sent by text because the _ was delayed.,,email,text
1977,The message sent by email arrived after the one sent by text because the _ was immediate.,,text,email
1978,The woman decided to order the steak instead of the pasta because her friend has recommended the _ .,,steak,pasta
1979,The woman decided to order the steak instead of the pasta because her friend has critized the _ .,,pasta,steak
1980,"He had learned how to make art, but didn't know if it was his passion or a job. The _ seemed like a worse outcome.",,job,passion
1981,"He had learned how to make art, but didn't know if it was his passion or a job. The _ seemed like a better outcome.",,passion,job
1982,"Since the baseball broke Mary's windshield but missed Lindsey's car altogether, _ could not believe their awful luck.",,Mary,Lindsey
1983,"Since the baseball broke Mary's windshield but missed Lindsey's car altogether, _ could not believe their amazing luck.",,Lindsey,Mary
1984,The soap dispenser was empty so we poured some more soap into it until the _ ran out out.,,soap,dispenser
1985,The soap dispenser was empty so we poured some more soap into it until the _ was full.,,dispenser,soap
1986,Don had more wrinkles on his forehead than on his neck because the skin on the _ was exposed.,,forehead,neck
1987,Don had more wrinkles on his forehead than on his neck because the skin on the _ was covered.,,neck,forehead
1988,"The man added water to the car, but didn't need to add any oil, because the _ reservoir was full.",,oil,water
1989,"The man added water to the car, but didn't need to add any oil, because the _ reservoir was low.",,water,oil
1990,"Matthew went to his doctor, Randy for his incontinence so _ gave him some medication.",,Randy,Matthew
1991,"Matthew went to his doctor, Randy for his incontinence so _ was given some medication.",,Matthew,Randy
1992,Rebecca had more grass in their yard than Elena because _ had more rabbits in their yard.,,Elena,Rebecca
1993,Rebecca had less grass in their yard than Elena because _ had more rabbits in their yard.,,Rebecca,Elena
1994,"Rebecca but not Erin needed to use a coccyx cushion, because _ experienced tailbone pain while sitting.",,Rebecca,Erin
1995,"Rebecca but not Erin needed to use a coccyx cushion, because _ did not experience tailbone pain while sitting.",,Erin,Rebecca
1996,"When I decorate the house for Halloween, I remove the lamp and replace it with a cauldron. The _ is common.",,lamp,cauldron
1997,"When I decorate the house for Halloween, I remove the lamp and replace it with a cauldron. The _ is spooky.",,cauldron,lamp
1998,The microwave cooked the soup much more faster than the stove because the _ was broken.,,stove,microwave
1999,The microwave cooked the soup much more faster than the stove because the _ was more powerful.,,microwave,stove
2000,"Joel was prone to sunburn so spent much time indoors, quite the opposite of Lawrence. _ often swam to pass the summer days.",,Lawrence,Joel
2001,"Joel was prone to sunburn so spent much time indoors, quite the opposite of Lawrence. _ often cooked to pass the summer days.",,Joel,Lawrence
2002,"Maria is struggling with her exams and asks for help from Rebecca, because _ wants to be more successful.",,Maria,Rebecca
2003,"Maria is struggling with her exams and asks for help from Rebecca, because _ is already successful.",,Rebecca,Maria
2004,I was able to easily fit my tables through the the double doors. The _ were quite wide.,,doors,tables
2005,I was able to easily fit my tables through the the double doors. The _ were quite narrow.,,tables,doors
2006,James finished washing with the sponge and had to stuff it in its case because the _ is big.,,sponge,case
2007,James finished washing with the sponge and had to stuff it in its case because the _ is small.,,case,sponge
2008,The man decided to leave the carpet on the floor because the _ was too old.,,floor,carpet
2009,The man decided to leave the carpet on the floor because the _ was new.,,carpet,floor
2010,Tanya took off from work more often than Rebecca because _ suffered from severe headaches more often.,,Tanya,Rebecca
2011,Tanya took off from work less often than Rebecca because _ suffered from severe headaches more often.,,Rebecca,Tanya
2012,Nelson forgot to charge the battery on their cell phone but Kevin remembered to charge theirs. _ used a pay phone to call a cab.,,Nelson,Kevin
2013,Nelson forgot to charge the battery on their phone but Kevin remembered to charge theirs. _ used their cell phone to call a cab.,,Kevin,Nelson
2014,Elena tried to make Sarah understand that Jane had a pet lizard because _ disliked them.,,Sarah,Elena
2015,Elena tried to make Sarah understand that Jane had a pet lizard because _ liked them.,,Elena,Sarah
2016,"Robert was fully fluent in Spanish and tried to talk to Steven using it; when he didn't understand, _ switched to English.",,Robert,Steven
2017,"Robert was fully fluent in Spanish and tried to talk to Steven using it; when he didn't understand, _ decided to learn.",,Steven,Robert
2018,When it came to eye makeup she took her time with the eyeliner and rushed the mascara so the _ was precise.,,eyeliner,mascara
2019,When it came to eye makeup she took her time with the eyeliner and rushed the mascara so the _ was sloppy.,,mascara,eyeliner
2020,"Elena wrote a newspaper column for Laura to edit, because _ had more power at the paper.",,Laura,Elena
2021,"Elena wrote a newspaper column for Laura to edit, because _ had less power at the paper.",,Elena,Laura
2022,Emily voraciously tore into the rabbit meat whereas Angela couldn't even look at it since _ was hungry.,,Emily,Angela
2023,Emily voraciously tore into the rabbit meat whereas Angela couldn't even look at it since _ was disgusted.,,Angela,Emily
2024,"She normally kept her ID and a pocket knife in the car, but when visiting her husband in prison she left the _ behind.",,knife,ID
2025,"She normally kept her ID and a pocket knife in the car, but when visiting her husband in prison she brought the _ with her.",,ID,knife
2026,"Monica loved planes while Samantha hated to fly, so _ wanted to become a pilot one day.",,Monica,Samantha
2027,"Monica loved planes while Samantha hated to fly, so _ never wanted to become a pilot.",,Samantha,Monica
2028,Dennis felt a lot of guilt about lying but Brian did not because _ was a very dishonest person usually.,,Brian,Dennis
2029,Dennis felt a lot of guilt about lying but Brian did not because _ was a very truthful person usually.,,Dennis,Brian
2030,Susan changed her morning walk to the afternoon when she remembered she was free in the _ all week.,,afternoon,morning
2031,Susan changed her morning walk to the afternoon when she remembered she was busy in the _ all week.,,morning,afternoon
2032,"Gmail is so yesterday Samantha thought as Jennifer talked about it, _ is on top of new trends.",,Samantha,Jennifer
2033,"Gmail is so yesterday Samantha thought as Jennifer talked about it, _ is not knowledgeable of new trends.",,Jennifer,Samantha
2034,"Betty was in charge of planning the wedding for Amy, and _ ended up being very useful.",,Betty,Amy
2035,"Betty was in charge of planning the wedding for Amy, and _ ended up being very demanding.",,Amy,Betty
2036,Brian rested on the large bed as Kevin studied because _ was very behind in school.,,Kevin,Brian
2037,Brian rested on the large bed as Kevin studied because _ was very tired from work.,,Brian,Kevin
2038,"Randy doesn't care about using natural products, while that's all that Craig uses, even though _ is probably less friendly to the environment.",,Craig,Randy
2039,"Randy doesn't care about using natural products, while that's all that Craig uses, so _ is probably less friendly to the environment.",,Randy,Craig
2040,The girl poured the powdered milk from the box into the glass of water.  The _ was wet.,,water,milk
2041,The girl poured the powdered milk from the box into the glass of water. The _ was dry.,,milk,water
2042,"My meeting with Marina was at eight but my shuttle was coming at nine so the timing was tight. Luckily, the _ started early.",,meeting,shuttle
2043,"My meeting with Marina was at eight but my shuttle was coming at nine so the timing was tight. Luckily, the _ was late.",,shuttle,meeting
2044,Erin had had braces when they were younger but Lindsey had not so _ had very crooked teeth.,,Lindsey,Erin
2045,Erin had had braces when they were younger but Lindsey had not so _ had very straight teeth.,,Erin,Lindsey
2046,"While changing her eating routine, Sally stopped eating chips and replaced it with fruit. The _ were crunchy.",,chips,fruit
2047,"While changing her eating routine, Sally stopped eating chips and replaced it with fruit. The _ were smooth.",,fruit,chips
2048,The man was going to put his boat in the lake but the _ was too shallow.,,lake,boat
2049,The man was going to put his boat in the lake but the _ was too large.,,boat,lake
2050,Kyle will be able to retire a lot earlier than Adam because _ is further behind in their career.,,Adam,Kyle
2051,Kyle will be able to retire a lot earlier than Adam because _ is further along in their career.,,Kyle,Adam
2052,Joel didn't want to let Logan play with the slot machine even though _ was on a cold streak.,,Logan,Joel
2053,Joel didn't want to let Logan play with the slot machine seeing as how _ was on a hot streak.,,Joel,Logan
2054,Mary would care for Amy when they were kids since _ was the older one.,,Mary,Amy
2055,Mary would care for Amy when they were kids since _ was the younger one.,,Amy,Mary
2056,"Joel sought out a career in the medical field but Christopher took a different route, because _ was ok with the sight of blood.",,Joel,Christopher
2057,"Joel sought out a career in the medical field but Christopher took a different route, because _ fainted at the sight of blood.",,Christopher,Joel
2058,"Michael needed Craig to carry the basket the rest of the way home, since _ was out of shape.",,Michael,Craig
2059,"Michael needed Craig to carry the basket the rest of the way home, since _ was physically fit.",,Craig,Michael
